,ACET_Open,ACET_High,ACET_Low,ACET_Close,ACET_Adj Close,ACET_Volume,ACET_Dividend Amount,ACET_Split Coefficient
2019-04-15,7.87,7.87,7.08,7.17,50.19,136858,0.0,1.0
2019-04-12,7.35,7.9,7.15,7.81,54.6699999999999,102919,0.0,1.0
2019-04-11,7.55,7.615,6.98,7.3,51.1,173407,0.0,1.0
2019-04-10,6.98,7.52,6.8,7.47,52.2899999999999,240405,0.0,1.0
2019-04-09,6.96,6.98,6.79,6.97,48.79,416175,0.0,1.0
2019-04-08,6.98,6.99,6.9,6.96,48.72,168669,0.0,1.0
2019-04-05,6.94,6.97,6.87,6.96,48.72,127759,0.0,1.0
2019-04-04,6.91,6.946,6.75,6.92,48.44,143113,0.0,1.0
2019-04-03,6.99,6.99,6.72,6.94,48.58,120859,0.0,1.0
2019-04-02,6.95,6.98,6.75,6.95,48.65,164754,0.0,1.0
2019-04-01,6.56,6.99,6.505,6.95,48.65,320141,0.0,1.0
2019-03-29,7.03,7.155,6.67,6.82,47.74,520095,0.0,1.0
2019-03-28,7.05,7.1,6.72,7.02,49.14,228709,0.0,1.0
2019-03-27,7.19,7.19,6.78,7.02,49.14,505502,0.0,1.0
2019-03-26,6.77,6.94,6.5,6.85,47.95,222091,0.0,1.0
2019-03-25,6.4,6.753,6.363,6.49,45.43,301392,0.0,1.0
2019-03-22,6.55,6.85,6.39,6.47,45.29,305339,0.0,1.0
2019-03-21,6.34,6.6,6.33,6.44,45.08,406039,0.0,1.0
2019-03-20,7.35,7.52,6.21,6.33,44.31,1855079,0.0,1.0
2019-03-19,8.3,8.3,6.7,6.98,48.86,602076,0.0,1.0
2019-03-18,9.26,10.0,8.25,9.05,63.3499999999999,123363,0.0,1.0
2019-03-15,8.73,9.09,8.407,8.76,61.3199999999999,58388,0.0,1.0
2019-03-14,8.49,8.81,8.49,8.67,60.6899999999999,15742,0.0,1.0
2019-03-13,8.36,8.66,8.3,8.61,60.2699999999999,16551,0.0,1.0
2019-03-12,8.9,8.92,8.15,8.25,57.75,46063,0.0,1.0
2019-03-11,8.31,8.97,8.0,8.85,61.9499999999999,38787,0.0,1.0
2019-03-08,8.25,8.56,7.96,8.22,57.5399999999999,76963,0.0,1.0
2019-03-07,8.19,8.28,7.9,7.99,55.9299999999999,14806,0.0,1.0
2019-03-06,8.34,8.5,7.9,8.15,57.0499999999999,53602,0.0,1.0
2019-03-05,8.84,8.895,8.58,8.58,60.0599999999999,25321,0.0,1.0
2019-03-04,8.86,8.946,8.54,8.77,61.3899999999999,35519,0.0,1.0
2019-03-01,8.64,8.82,8.52,8.77,61.3899999999999,48093,0.0,1.0
2019-02-28,8.51,8.74,8.33,8.56,59.92,31574,0.0,1.0
2019-02-27,8.3,8.64,8.16,8.53,59.7099999999999,21870,0.0,1.0
2019-02-26,7.98,8.35,7.98,8.27,57.8899999999999,18876,0.0,1.0
2019-02-25,8.18,8.6,7.97,8.01,56.07,56859,0.0,1.0
2019-02-22,8.0,8.22,7.8,8.06,56.42,85441,0.0,1.0
2019-02-21,8.06,8.4,7.73,8.03,56.2099999999999,97482,0.0,1.0
2019-02-20,8.43,8.43,7.92,8.03,56.2099999999999,50487,0.0,1.0
2019-02-19,8.05,8.4,8.05,8.32,58.2399999999999,17623,0.0,1.0
2019-02-15,8.03,8.38,7.88,8.02,56.1399999999999,25961,0.0,1.0
2019-02-14,8.34,8.41,7.75,7.98,55.8599999999999,49143,0.0,1.0
2019-02-13,8.1,8.39,8.07,8.39,58.7299999999999,21004,0.0,1.0
2019-02-12,8.19,8.849,7.91,8.06,56.42,56842,0.0,1.0
2019-02-11,8.56,8.74,7.94,8.08,56.5599999999999,53591,0.0,1.0
2019-02-08,8.42,8.861,8.37,8.47,59.2899999999999,35591,0.0,1.0
2019-02-07,7.75,8.475,7.75,8.36,58.5199999999999,43591,0.0,1.0
2019-02-06,7.85,7.9,7.65,7.76,54.32,51501,0.0,1.0
2019-02-05,8.11,8.41,7.31,7.79,54.53,106144,0.0,1.0
2019-02-04,8.55,8.64,8.0,8.01,56.07,95711,0.0,1.0
2019-02-01,9.03,9.206,8.53,8.62,60.3399999999999,53616,0.0,1.0
2019-01-31,8.99,9.36,8.66,8.88,62.1599999999999,159494,0.0,1.0
2019-01-30,8.2,9.0,8.05,8.91,62.3699999999999,85042,0.0,1.0
2019-01-29,8.13,8.7,8.02,8.17,57.1899999999999,36463,0.0,1.0
2019-01-28,8.28,8.53,7.985,8.49,59.4299999999999,35155,0.0,1.0
2019-01-25,7.82,8.4,7.75,8.28,57.9599999999999,99490,0.0,1.0
2019-01-24,8.46,8.48,7.59,7.86,55.02,58798,0.0,1.0
2019-01-23,8.42,8.75,8.1,8.25,57.75,84576,0.0,1.0
2019-01-22,8.63,8.72,8.205,8.31,58.17,48042,0.0,1.0
2019-01-18,8.09,8.83,8.02,8.63,60.4099999999999,53785,0.0,1.0
2019-01-17,8.04,8.299,8.0,8.05,56.35,34519,0.0,1.0
2019-01-16,8.18,8.229,8.0,8.09,56.6299999999999,19661,0.0,1.0
2019-01-15,8.05,8.39,7.91,8.08,56.5599999999999,157192,0.0,1.0
2019-01-14,8.04,8.48,7.88,8.02,56.1399999999999,86657,0.0,1.0
2019-01-11,8.29,8.44,8.01,8.13,56.91,37067,0.0,1.0
2019-01-10,8.59,8.88,8.03,8.28,57.9599999999999,66355,0.0,1.0
2019-01-09,8.58,9.0,8.43,8.65,60.5499999999999,27402,0.0,1.0
2019-01-08,9.03,9.03,7.95,8.48,59.3599999999999,43207,0.0,1.0
2019-01-07,8.88,9.19,8.51,8.91,62.3699999999999,45079,0.0,1.0
2019-01-04,8.46,8.88,8.3,8.78,61.4599999999999,36685,0.0,1.0
2019-01-03,8.89,8.89,8.09,8.29,58.0299999999999,40419,0.0,1.0
2019-01-02,8.36,9.02,8.05,8.9,62.2999999999999,66271,0.0,1.0
2018-12-31,9.13,9.13,8.064,8.62,60.3399999999999,90295,0.0,1.0
2018-12-28,8.49,8.96,8.36,8.8,61.6,67291,0.0,1.0
2018-12-27,7.72,8.62,7.53,8.56,59.92,139391,0.0,1.0
2018-12-26,8.09,8.09,7.29,7.97,55.7899999999999,228510,0.0,1.0
2018-12-24,7.87,8.51,7.61,8.04,56.2799999999999,51251,0.0,1.0
2018-12-21,8.96,9.0,7.68,8.03,56.2099999999999,597619,0.0,1.0
2018-12-20,9.6,9.92,8.81,9.0,62.9999999999999,269606,0.0,1.0
2018-12-19,10.09,11.21,9.16,9.62,67.3399999999999,201235,0.0,1.0
2018-12-18,10.87,10.92,9.94,10.06,70.4199999999999,128108,0.0,1.0
2018-12-17,12.38,12.61,10.65,10.85,75.9499999999999,105455,0.0,1.0
2018-12-14,13.4,13.5,12.01,12.32,86.2399999999999,102638,0.0,1.0
2018-12-13,13.3,13.57,12.636,13.4,93.7999999999999,109661,0.0,1.0
2018-12-12,12.7,13.45,12.315,13.14,91.9799999999999,101438,0.0,1.0
2018-12-11,12.71,13.095,12.179,12.63,88.4099999999999,56025,0.0,1.0
2018-12-10,11.86,13.16,11.824,12.6,88.1999999999999,48148,0.0,1.0
2018-12-07,12.58,13.22,11.8,12.06,84.4199999999999,22314,0.0,1.0
2018-12-06,11.46,12.88,11.41,12.59,88.1299999999999,42900,0.0,1.0
2018-12-04,13.03,13.03,11.72,11.83,82.8099999999999,52813,0.0,1.0
2018-12-03,13.31,13.31,12.75,13.04,91.2799999999999,46730,0.0,1.0
2018-11-30,13.07,13.4,12.7,13.06,91.4199999999999,50846,0.0,1.0
2018-11-29,13.18,13.63,12.565,13.13,91.9099999999999,60293,0.0,1.0
2018-11-28,13.4,14.05,12.76,13.42,93.9399999999999,74767,0.0,1.0
2018-11-27,13.07,13.62,12.7,13.37,93.5899999999999,26979,0.0,1.0
2018-11-26,13.04,13.7,11.56,13.47,94.2899999999999,53587,0.0,1.0
2018-11-23,12.45,13.47,12.16,12.97,90.7899999999999,30101,0.0,1.0
2018-11-21,12.33,13.37,11.82,12.58,88.0599999999999,77977,0.0,1.0
2018-11-20,12.28,13.0,11.56,12.21,85.4699999999999,57918,0.0,1.0
2018-11-19,12.9,13.57,12.32,12.54,87.7799999999999,40314,0.0,1.0
2018-11-16,12.57,13.29,12.41,13.15,92.0499999999999,84125,0.0,1.0
2018-11-15,11.71,13.19,11.41,12.71,88.9699999999999,72021,0.0,1.0
2018-11-14,11.0,12.203,11.0,11.73,82.1099999999999,45654,0.0,1.0
2018-11-13,11.56,12.89,10.8,11.04,77.2799999999999,89009,0.0,1.0
2018-11-12,11.16,12.2,10.77,11.3,79.0999999999999,54316,0.0,1.0
2018-11-09,12.06,12.07,10.91,11.36,79.5199999999999,51306,0.0,1.0
2018-11-08,11.78,12.718,11.66,12.18,85.2599999999999,80671,0.0,1.0
2018-11-07,12.02,12.08,11.5,11.91,83.3699999999999,46163,0.0,1.0
2018-11-06,11.73,12.04,11.56,11.99,83.9299999999999,173703,0.0,1.0
2018-11-05,11.46,12.07,11.35,11.82,82.7399999999999,43886,0.0,1.0
2018-11-02,11.7,11.7,11.102,11.41,79.8699999999999,64687,0.0,1.0
2018-11-01,11.12,12.395,11.12,11.73,82.1099999999999,85659,0.0,1.0
2018-10-31,11.26,11.374,10.85,11.06,77.4199999999999,28201,0.0,1.0
2018-10-30,10.84,11.56,10.51,11.17,78.1899999999999,42920,0.0,1.0
2018-10-29,11.78,11.96,10.57,10.9,76.2999999999999,97274,0.0,1.0
2018-10-26,11.09,11.92,11.04,11.68,81.7599999999999,64974,0.0,1.0
2018-10-25,11.29,12.27,11.22,11.5,80.4999999999999,92551,0.0,1.0
2018-10-24,11.45,11.45,11.03,11.2,78.3999999999999,102694,0.0,1.0
2018-10-23,11.03,11.66,11.03,11.5,80.4999999999999,61083,0.0,1.0
2018-10-22,11.94,12.065,10.61,11.03,77.2099999999999,124273,0.0,1.0
2018-10-19,12.0,12.504,11.77,11.91,83.3699999999999,48303,0.0,1.0
2018-10-18,12.69,13.096,11.6,12.1,84.6999999999999,119519,0.0,1.0
2018-10-17,12.45,12.835,11.58,12.67,88.6899999999999,70080,0.0,1.0
2018-10-16,11.5,13.015,11.49,12.46,87.2199999999999,148299,0.0,1.0
2018-10-15,11.32,11.77,11.13,11.28,78.9599999999999,121181,0.0,1.0
2018-10-12,11.28,11.71,11.19,11.35,79.4499999999999,78537,0.0,1.0
2018-10-11,11.39,11.638,10.7,11.1,77.6999999999999,196602,0.0,1.0
2018-10-10,12.44,12.815,11.27,11.42,79.9399999999999,164171,0.0,1.0
2018-10-09,12.69,12.85,12.08,12.45,87.1499999999999,188822,0.0,1.0
2018-10-08,13.35,13.35,12.45,12.79,89.5299999999999,128216,0.0,1.0
2018-10-05,14.45,14.684,13.25,13.51,94.5699999999999,75578,0.0,1.0
2018-10-04,13.7,14.77,13.125,14.47,101.29,80636,0.0,1.0
2018-10-03,13.45,13.97,13.2,13.58,95.0599999999999,63284,0.0,1.0
2018-10-02,13.84,13.84,12.85,13.35,93.4499999999999,147599,0.0,1.0
2018-10-01,15.33,15.46,13.668,13.95,97.6499999999999,108687,0.0,1.0
2018-09-28,15.22,15.77,15.02,15.14,105.98,124715,0.0,1.0
2018-09-27,15.94,16.45,14.94,15.22,106.54,129783,0.0,1.0
2018-09-26,15.7,16.66,15.7,15.8,110.6,161050,0.0,1.0
2018-09-25,15.62,16.4,15.46,15.71,109.97,128863,0.0,1.0
2018-09-24,15.07,15.75,14.637,15.62,109.34,127836,0.0,1.0
2018-09-21,15.04,15.18,14.3,15.04,105.28,393316,0.0,1.0
2018-09-20,14.38,15.5,14.38,15.12,105.84,222356,0.0,1.0
2018-09-19,14.26,14.98,13.48,14.06,98.4199999999999,148280,0.0,1.0
2018-09-18,14.0,14.85,13.77,14.19,99.3299999999999,215609,0.0,1.0
2018-09-17,13.56,14.4,13.08,13.94,97.5799999999999,116601,0.0,1.0
2018-09-14,12.97,13.8,12.77,13.66,95.6199999999999,104533,0.0,1.0
2018-09-13,12.9,13.55,12.46,12.9,90.2999999999999,334957,0.0,1.0
2018-09-12,12.16,13.0,12.16,12.79,89.5299999999999,90923,0.0,1.0
2018-09-11,12.1,12.4054,11.951,12.22,85.5399999999999,107759,0.0,1.0
2018-09-10,11.8,12.414,11.8,12.28,85.9599999999999,62818,0.0,1.0
2018-09-07,11.35,11.945,11.04,11.77,82.3899999999999,54992,0.0,1.0
2018-09-06,12.14,12.14,11.5,11.51,80.5699999999999,66758,0.0,1.0
2018-09-05,13.25,13.39,11.5,12.17,85.1899999999999,152681,0.0,1.0
2018-09-04,11.96,13.4,11.94,13.35,93.4499999999999,180767,0.0,1.0
2018-08-31,11.62,11.999,11.47,11.83,82.8099999999999,62039,0.0,1.0
2018-08-30,10.92,11.83,10.846,11.54,80.7799999999999,188584,0.0,1.0
2018-08-29,10.69,10.97,10.41,10.89,76.2299999999999,196930,0.0,1.0
2018-08-28,10.65,10.878,10.33,10.71,74.9699999999999,59758,0.0,1.0
2018-08-27,10.09,10.66,10.09,10.62,74.3399999999999,52056,0.0,1.0
2018-08-24,10.13,10.52,9.8,10.0,69.9999999999999,225067,0.0,1.0
2018-08-23,10.62,10.7,10.04,10.2,71.3999999999999,164553,0.0,1.0
2018-08-22,10.74,10.91,10.12,10.7,74.8999999999999,148772,0.0,1.0
2018-08-21,10.21,10.99,10.08,10.7,74.8999999999999,122944,0.0,1.0
2018-08-20,10.69,11.249,10.13,10.24,71.6799999999999,84138,0.0,1.0
2018-08-17,10.27,11.31,10.1,10.61,74.2699999999999,166795,0.0,1.0
2018-08-16,10.1,10.47,10.05,10.33,72.3099999999999,80696,0.0,1.0
2018-08-15,10.35,10.576,9.95,10.06,70.4199999999999,324341,0.0,1.0
2018-08-14,11.4,11.45,10.4,10.42,72.9399999999999,213421,0.0,1.0
2018-08-13,11.41,11.627,11.21,11.37,79.5899999999999,101675,0.0,1.0
2018-08-10,11.29,11.96,11.25,11.32,79.2399999999999,166190,0.0,1.0
2018-08-09,11.84,12.067,11.31,11.33,79.3099999999999,138770,0.0,1.0
2018-08-08,11.78,12.25,11.61,11.94,83.5799999999999,104464,0.0,1.0
2018-08-07,11.83,12.25,11.33,11.77,82.3899999999999,115804,0.0,1.0
2018-08-06,12.49,12.77,11.8,11.86,83.0199999999999,122778,0.0,1.0
2018-08-03,13.58,13.9,12.16,12.31,86.1699999999999,279304,0.0,1.0
2018-08-02,13.01,13.88,12.895,13.66,95.6199999999999,378839,0.0,1.0
2018-08-01,13.5,14.1,13.005,13.24,92.6799999999999,952796,0.0,1.0
2018-07-31,15.06,15.78,14.18,15.39,107.73,654322,0.0,1.0
2018-07-30,14.63,15.7,13.114,15.01,105.07,1051651,0.0,1.0
2018-07-27,12.69,14.92,12.5,14.57,101.99,570338,0.0,1.0
2018-07-26,13.58,13.653,11.79,12.9,90.2999999999999,1484550,0.0,1.0
2018-07-25,19.86,20.595,12.81,13.47,94.2899999999999,7160008,0.0,1.0
2018-07-24,9.12,9.18,8.95,9.01,63.0699999999999,62729,0.0,1.0
2018-07-23,8.76,9.05,8.74,9.01,63.0699999999999,181292,0.0,1.0
2018-07-20,8.67,8.96,8.661,8.72,61.0399999999999,275251,0.0,1.0
2018-07-19,8.66,8.94,8.49,8.72,61.0399999999999,71698,0.0,1.0
2018-07-18,8.67,8.75,8.44,8.65,60.5499999999999,72577,0.0,1.0
2018-07-17,8.99,8.99,8.5,8.67,60.6899999999999,143384,0.0,1.0
2018-07-16,9.1,9.19,8.66,8.95,62.6499999999999,183150,0.0,1.0
2018-07-13,9.14,9.243,8.78,9.15,64.0499999999999,115787,0.0,1.0
2018-07-12,9.38,9.385,8.661,9.13,63.9099999999999,307277,0.0,1.0
2018-07-11,8.38,10.51,8.2,9.3,65.1,1303528,0.0,1.0
2018-07-10,8.59,8.59,8.2,8.38,58.66,252357,0.0,1.0
2018-07-09,9.0,9.134,8.391,8.58,60.0599999999999,178251,0.0,1.0
2018-07-06,8.92,9.002,8.81,8.93,62.5099999999999,143775,0.0,1.0
2018-07-05,9.08,9.32,8.8,8.9,62.2999999999999,185449,0.0,1.0
2018-07-03,9.05,9.22,8.94,9.01,63.0699999999999,46336,0.0,1.0
2018-07-02,9.25,9.73,8.88,9.03,63.2099999999999,110111,0.0,1.0
2018-06-29,9.05,9.9,9.05,9.15,64.0499999999999,166063,0.0,1.0
2018-06-28,8.57,9.2,8.57,9.0,62.9999999999999,101269,0.0,1.0
2018-06-27,9.29,10.1,8.5,8.58,60.0599999999999,144739,0.0,1.0
2018-06-26,9.58,9.85,9.2,9.33,65.3099999999999,83916,0.0,1.0
2018-06-25,9.88,10.0,9.5,9.62,67.3399999999999,140233,0.0,1.0
2018-06-22,10.58,10.66,9.47,9.87,69.0899999999999,307987,0.0,1.0
2018-06-21,10.87,11.535,10.25,10.53,73.7099999999999,128836,0.0,1.0
2018-06-20,10.97,11.53,10.84,10.86,76.0199999999999,120292,0.0,1.0
2018-06-19,11.12,11.65,10.81,10.97,76.7899999999999,130330,0.0,1.0
2018-06-18,11.88,11.88,10.93,11.23,78.6099999999999,117984,0.0,1.0
2018-06-15,10.99,12.505,10.35,11.97,83.7899999999999,291719,0.0,1.0
2018-06-14,10.69,11.24,10.34,10.86,76.0199999999999,153099,0.0,1.0
2018-06-13,10.26,10.669,10.07,10.54,73.7799999999999,129160,0.0,1.0
2018-06-12,10.2,10.49,10.05,10.2,71.3999999999999,156273,0.0,1.0
2018-06-11,9.87,10.2,9.8,10.14,70.9799999999999,154086,0.0,1.0
2018-06-08,9.63,10.01,9.47,9.8,68.5999999999999,126309,0.0,1.0
2018-06-07,9.79,9.975,9.585,9.67,67.6899999999999,109502,0.0,1.0
2018-06-06,9.9,10.065,9.63,9.86,69.0199999999999,66427,0.0,1.0
2018-06-05,9.78,10.0,9.55,9.91,69.3699999999999,115783,0.0,1.0
2018-06-04,9.87,9.99,9.71,9.8,68.5999999999999,75342,0.0,1.0
2018-06-01,9.85,10.08,9.66,9.91,69.3699999999999,80635,0.0,1.0
2018-05-31,9.8,10.01,9.49,9.79,68.5299999999999,93699,0.0,1.0
2018-05-30,9.76,10.1,9.65,9.79,68.5299999999999,82643,0.0,1.0
2018-05-29,9.14,9.71,9.14,9.6,67.1999999999999,75598,0.0,1.0
2018-05-25,9.15,9.28,8.93,9.14,63.9799999999999,73053,0.0,1.0
2018-05-24,9.1,9.6838,8.83,9.03,63.2099999999999,116997,0.0,1.0
2018-05-23,8.8,9.24,8.8,9.13,63.9099999999999,98292,0.0,1.0
2018-05-22,8.77,8.91,8.65,8.75,61.2499999999999,90766,0.0,1.0
2018-05-21,9.35,9.35,8.36,8.79,61.5299999999999,148841,0.0,1.0
2018-05-18,9.09,9.51,8.925,9.24,64.6799999999999,77594,0.0,1.0
2018-05-17,9.86,10.27,8.88,9.18,64.2599999999999,327298,0.0,1.0
2018-05-16,11.47,11.48,10.12,10.135,70.9449999999999,229187,0.0,1.0
2018-05-15,11.38,11.78,10.9,11.4,79.7999999999999,76072,0.0,1.0
2018-05-14,11.95,12.795,11.19,11.37,79.5899999999999,196857,0.0,1.0
2018-05-11,11.2,12.08,10.971,11.96,83.7199999999999,139241,0.0,1.0
2018-05-10,11.0,12.32,10.85,11.23,78.6099999999999,229844,0.0,1.0
2018-05-09,9.87,11.0,9.68,10.85,75.9499999999999,327964,0.0,1.0
2018-05-08,9.73,9.96,9.45,9.65,67.5499999999999,29494,0.0,1.0
2018-05-07,9.6,10.245,9.36,9.72,68.0399999999999,103572,0.0,1.0
2018-05-04,9.69,9.72,9.23,9.59,67.1299999999999,69381,0.0,1.0
2018-05-03,10.15,10.59,9.61,9.75,68.2499999999999,152003,0.0,1.0
2018-05-02,9.66,10.64,9.645,10.18,71.2599999999999,145615,0.0,1.0
2018-05-01,9.04,10.0,8.98,9.66,67.6199999999999,134996,0.0,1.0
2018-04-30,8.95,9.09,8.81,9.0,62.9999999999999,88090,0.0,1.0
2018-04-27,8.69,9.1,8.51,8.89,62.2299999999999,99039,0.0,1.0
2018-04-26,8.62,9.2,8.49,8.63,60.4099999999999,251438,0.0,1.0
2018-04-25,8.5,9.05,8.2,8.57,59.9899999999999,42552,0.0,1.0
2018-04-24,8.96,9.05,8.35,8.53,59.7099999999999,63766,0.0,1.0
2018-04-23,8.83,8.98,8.3,8.92,62.4399999999999,109313,0.0,1.0
2018-04-20,8.79,9.03,8.5,8.77,61.3899999999999,69520,0.0,1.0
2018-04-19,9.1,9.55,8.63,8.79,61.5299999999999,117769,0.0,1.0
2018-04-18,8.45,9.2,8.415,9.09,63.6299999999999,102531,0.0,1.0
2018-04-17,8.68,8.999,8.2,8.41,58.8699999999999,123862,0.0,1.0
2018-04-16,9.03,9.15,8.57,8.58,60.0599999999999,119166,0.0,1.0
2018-04-13,9.24,9.49,8.8,8.97,62.7899999999999,136541,0.0,1.0
2018-04-12,9.61,10.26,9.07,9.18,64.2599999999999,114918,0.0,1.0
2018-04-11,9.36,9.99,8.76,9.5,66.4999999999999,129575,0.0,1.0
2018-04-10,8.12,9.42,7.546,9.38,65.6599999999999,141150,0.0,1.0
2018-04-09,8.6,9.419,7.82,8.03,56.2099999999999,143576,0.0,1.0
2018-04-06,9.49,9.67,8.256,8.49,59.4299999999999,221280,0.0,1.0
2018-04-05,8.85,10.38,8.85,9.57,66.9899999999999,279928,0.0,1.0
2018-04-04,8.59,8.9,8.42,8.79,61.5299999999999,55765,0.0,1.0
2018-04-03,8.64,9.3,8.44,8.85,61.9499999999999,212619,0.0,1.0
2018-04-02,9.55,9.99,8.557,8.57,59.9899999999999,97179,0.0,1.0
2018-03-29,10.6,11.04,9.35,9.58,67.0599999999999,104432,0.0,1.0
2018-03-28,11.22,11.22,10.16,10.56,73.9199999999999,88823,0.0,1.0
2018-03-27,10.97,11.7,10.565,11.24,78.6799999999999,100626,0.0,1.0
2018-03-26,11.99,12.284,10.76,10.95,76.6499999999999,100487,0.0,1.0
2018-03-23,13.22,13.83,11.721,11.78,82.4599999999999,134579,0.0,1.0
2018-03-22,14.57,15.0,13.04,13.18,92.2599999999999,210985,0.0,1.0
2018-03-21,14.87,15.34,14.5,14.7,102.9,121498,0.0,1.0
2018-03-20,15.11,15.792,14.68,14.88,104.16,149401,0.0,1.0
2018-03-19,14.89,16.33,14.2,15.07,105.49,164278,0.0,1.0
2018-03-16,14.82,15.35,14.115,14.95,104.65,773448,0.0,1.0
2018-03-15,15.17,15.94,14.74,14.92,104.44,127296,0.0,1.0
2018-03-14,16.4,16.4,14.56,15.08,105.56,247804,0.0,1.0
2018-03-13,15.9,16.51,15.23,15.45,108.15,125644,0.0,1.0
2018-03-12,15.9,16.51,15.51,15.9,111.3,176176,0.0,1.0
2018-03-09,16.3,17.24,15.56,15.9,111.3,103363,0.0,1.0
2018-03-08,17.0,17.72,16.077,16.18,113.26,91770,0.0,1.0
2018-03-07,17.07,17.6,16.791,17.01,119.07,105923,0.0,1.0
2018-03-06,17.71,18.5,16.501,17.2,120.4,163278,0.0,1.0
2018-03-05,17.84,18.89,17.4,17.63,123.41,47634,0.0,1.0
2018-03-02,18.21,18.88,17.708,17.73,124.11,111216,0.0,1.0
2018-03-01,19.4,19.55,18.37,18.37,128.59,57644,0.0,1.0
2018-02-28,19.63,19.9,19.27,19.5,136.5,74703,0.0,1.0
2018-02-27,20.55,20.64,19.3,19.75,138.25,148814,0.0,1.0
2018-02-26,21.0,21.097,20.19,20.6,144.2,52990,0.0,1.0
2018-02-23,19.88,20.98,19.8,20.85,145.95,111418,0.0,1.0
2018-02-22,19.76,20.74,19.35,19.65,137.55,78671,0.0,1.0
2018-02-21,19.32,19.94,19.229,19.69,137.83,78685,0.0,1.0
2018-02-20,18.97,20.0,18.9,19.5,136.5,199664,0.0,1.0
2018-02-16,18.24,18.76,17.81,18.76,131.32,99584,0.0,1.0
2018-02-15,17.95,18.25,16.49,18.22,127.54,30351,0.0,1.0
2018-02-14,18.0,18.5,17.468,18.09,126.63,17618,0.0,1.0
2018-02-13,18.17,18.86,17.355,18.25,127.75,80455,0.0,1.0
2018-02-12,17.0,18.36,16.8,18.1,126.7,200466,0.0,1.0
2018-02-09,16.45,17.0,15.541,17.0,119.0,28620,0.0,1.0
2018-02-08,16.49,16.88,15.175,16.5,115.5,57583,0.0,1.0
2018-02-07,16.02,16.759,16.0,16.22,113.54,45949,0.0,1.0
2018-02-06,16.72,17.0,15.5,16.08,112.56,105555,0.0,1.0
2018-02-05,16.95,17.249,15.78,16.94,118.58,200063,0.0,1.0
2018-02-02,16.6,17.25,16.05,17.04,119.28,147317,0.0,1.0
2018-02-01,16.22,17.401,16.023,16.75,117.25,82714,0.0,1.0
2018-01-31,15.71,16.56,15.58,16.22,113.54,180525,0.0,1.0
2018-01-30,16.28,16.541,15.28,15.74,110.18,152538,0.0,1.0
2018-01-29,17.21,17.21,15.83,16.23,113.61,289433,0.0,1.0
2018-01-26,18.62,20.5,16.21,16.88,118.16,2376961,0.0,1.0
