,QHC_Open,QHC_High,QHC_Low,QHC_Close,QHC_Adj Close,QHC_Volume,QHC_Dividend Amount,QHC_Split Coefficient
2018-12-18,3.59,3.6089,3.42,3.45,3.45,146429,0.0,1.0
2018-12-17,3.75,3.82,3.48,3.48,3.48,245287,0.0,1.0
2018-12-14,3.53,3.84,3.53,3.82,3.82,102018,0.0,1.0
2018-12-13,3.75,3.89,3.2852,3.61,3.61,297253,0.0,1.0
2018-12-12,3.88,3.975,3.72,3.75,3.75,99160,0.0,1.0
2018-12-11,3.94,3.94,3.75,3.79,3.79,92760,0.0,1.0
2018-12-10,3.91,4.04,3.74,3.83,3.83,110098,0.0,1.0
2018-12-07,4.0,4.25,3.84,3.88,3.88,139760,0.0,1.0
2018-12-06,4.13,4.19,3.89,4.01,4.01,293418,0.0,1.0
2018-12-04,4.53,4.62,4.2,4.23,4.23,149270,0.0,1.0
2018-12-03,4.5,4.6,4.28,4.59,4.59,132197,0.0,1.0
2018-11-30,4.22,4.56,4.22,4.41,4.41,147991,0.0,1.0
2018-11-29,4.18,4.29,4.04,4.21,4.21,89008,0.0,1.0
2018-11-28,3.93,4.35,3.88,4.21,4.21,199399,0.0,1.0
2018-11-27,3.77,4.045,3.77,3.93,3.93,216350,0.0,1.0
2018-11-26,3.95,4.11,3.75,3.77,3.77,239628,0.0,1.0
2018-11-23,3.98,4.0599,3.91,3.93,3.93,85645,0.0,1.0
2018-11-21,3.98,4.18,3.965,4.01,4.01,73901,0.0,1.0
2018-11-20,4.08,4.1,3.81,3.95,3.95,249901,0.0,1.0
2018-11-19,4.1,4.18,4.0432,4.13,4.13,139169,0.0,1.0
2018-11-16,4.43,4.43,3.98,4.03,4.03,388039,0.0,1.0
2018-11-15,4.88,4.9947,4.46,4.49,4.49,234158,0.0,1.0
2018-11-14,5.12,5.31,4.89,4.9,4.9,165663,0.0,1.0
2018-11-13,5.49,5.675,5.03,5.08,5.08,269196,0.0,1.0
2018-11-12,5.62,5.63,5.34,5.5,5.5,209132,0.0,1.0
2018-11-09,5.63,5.67,5.38,5.59,5.59,173934,0.0,1.0
2018-11-08,5.24,5.74,5.24,5.68,5.68,210707,0.0,1.0
2018-11-07,4.31,5.49,4.2701,5.35,5.35,352172,0.0,1.0
2018-11-06,4.57,4.87,4.53,4.61,4.61,147347,0.0,1.0
2018-11-05,4.79,4.83,4.4,4.63,4.63,199248,0.0,1.0
2018-11-02,4.56,4.9,4.53,4.8,4.8,191823,0.0,1.0
2018-11-01,4.02,4.77,4.02,4.56,4.56,443385,0.0,1.0
2018-10-31,4.14,4.15,3.93,3.98,3.98,827938,0.0,1.0
2018-10-30,4.08,4.12,3.81,4.09,4.09,208516,0.0,1.0
2018-10-29,4.23,4.31,4.05,4.09,4.09,196741,0.0,1.0
2018-10-26,4.17,4.3,4.05,4.14,4.14,244533,0.0,1.0
2018-10-25,4.02,4.35,4.02,4.25,4.25,253001,0.0,1.0
2018-10-24,4.29,4.56,3.95,3.97,3.97,684140,0.0,1.0
2018-10-23,4.16,4.36,4.06,4.31,4.31,115546,0.0,1.0
2018-10-22,4.14,4.29,4.05,4.26,4.26,102690,0.0,1.0
2018-10-19,4.2,4.34,4.1,4.12,4.12,119606,0.0,1.0
2018-10-18,4.11,4.33,4.06,4.22,4.22,121276,0.0,1.0
2018-10-17,4.3,4.32,4.1,4.17,4.17,131410,0.0,1.0
2018-10-16,4.06,4.39,4.02,4.32,4.32,141301,0.0,1.0
2018-10-15,4.04,4.04,3.85,4.01,4.01,216812,0.0,1.0
2018-10-12,4.15,4.15,4.0,4.05,4.05,235786,0.0,1.0
2018-10-11,4.17,4.25,3.88,4.02,4.02,333207,0.0,1.0
2018-10-10,4.45,4.47,4.141,4.19,4.19,314566,0.0,1.0
2018-10-09,4.6,4.83,4.44,4.45,4.45,154963,0.0,1.0
2018-10-08,4.92,4.9245,4.41,4.64,4.64,285492,0.0,1.0
2018-10-05,4.94,5.02,4.88,4.96,4.96,213932,0.0,1.0
2018-10-04,4.92,5.04,4.86,4.93,4.93,168176,0.0,1.0
2018-10-03,4.92,5.0,4.82,4.95,4.95,250895,0.0,1.0
2018-10-02,5.21,5.28,4.91,4.92,4.92,213975,0.0,1.0
2018-10-01,5.9,6.16,5.21,5.24,5.24,427782,0.0,1.0
2018-09-28,5.94,6.2499,5.76,5.86,5.86,816080,0.0,1.0
2018-09-27,5.45,6.03,5.44,5.91,5.91,430707,0.0,1.0
2018-09-26,5.72,5.83,5.3,5.43,5.43,549227,0.0,1.0
2018-09-25,4.83,5.65,4.83,5.6,5.6,1267800,0.0,1.0
2018-09-24,4.67,4.85,4.55,4.84,4.84,172035,0.0,1.0
2018-09-21,4.63,4.775,4.61,4.67,4.67,688977,0.0,1.0
2018-09-20,4.62,4.78,4.53,4.64,4.64,117214,0.0,1.0
2018-09-19,4.63,4.7182,4.51,4.59,4.59,130159,0.0,1.0
2018-09-18,4.59,4.75,4.56,4.65,4.65,108738,0.0,1.0
2018-09-17,4.8,4.8,4.55,4.6,4.6,117204,0.0,1.0
2018-09-14,4.71,4.86,4.67,4.77,4.77,163343,0.0,1.0
2018-09-13,4.82,4.82,4.6108,4.73,4.73,122521,0.0,1.0
2018-09-12,4.86,4.94,4.7,4.78,4.78,127757,0.0,1.0
2018-09-11,4.71,4.98,4.7,4.86,4.86,177778,0.0,1.0
2018-09-10,4.61,4.72,4.461,4.7,4.7,309008,0.0,1.0
2018-09-07,4.4,4.6799,4.4,4.6,4.6,298009,0.0,1.0
2018-09-06,4.37,4.48,4.3,4.4,4.4,269860,0.0,1.0
2018-09-05,4.25,4.4,4.18,4.35,4.35,130004,0.0,1.0
2018-09-04,4.55,4.7,4.24,4.25,4.25,225661,0.0,1.0
2018-08-31,4.49,4.56,4.41,4.55,4.55,143815,0.0,1.0
2018-08-30,4.45,4.53,4.33,4.51,4.51,102374,0.0,1.0
2018-08-29,4.52,4.59,4.42,4.48,4.48,93110,0.0,1.0
2018-08-28,4.43,4.58,4.4,4.51,4.51,173514,0.0,1.0
2018-08-27,4.3,4.5,4.27,4.45,4.45,256430,0.0,1.0
2018-08-24,4.34,4.34,4.15,4.28,4.28,210800,0.0,1.0
2018-08-23,4.18,4.35,4.13,4.32,4.32,248048,0.0,1.0
2018-08-22,3.95,4.22,3.835,4.21,4.21,406567,0.0,1.0
2018-08-21,4.01,4.2299,3.9,3.94,3.94,737755,0.0,1.0
2018-08-20,4.1,4.19,3.95,3.98,3.98,246390,0.0,1.0
2018-08-17,4.02,4.18,3.95,4.11,4.11,168572,0.0,1.0
2018-08-16,4.21,4.27,3.9999,4.05,4.05,230039,0.0,1.0
2018-08-15,4.45,4.48,4.18,4.21,4.21,366811,0.0,1.0
2018-08-14,4.25,4.55,4.25,4.45,4.45,329804,0.0,1.0
2018-08-13,4.26,4.56,4.22,4.25,4.25,431904,0.0,1.0
2018-08-10,4.4,4.4,4.05,4.28,4.28,598900,0.0,1.0
2018-08-09,4.27,4.62,4.11,4.42,4.42,1098269,0.0,1.0
2018-08-08,4.0,4.04,3.8,4.0,4.0,236385,0.0,1.0
2018-08-07,4.28,4.31,3.94,4.0,4.0,377481,0.0,1.0
2018-08-06,4.53,4.53,4.27,4.29,4.29,249323,0.0,1.0
2018-08-03,4.54,4.62,4.51,4.55,4.55,372760,0.0,1.0
2018-08-02,4.66,4.76,4.55,4.56,4.56,110117,0.0,1.0
2018-08-01,4.86,4.93,4.66,4.68,4.68,99247,0.0,1.0
2018-07-31,4.81,4.93,4.66,4.84,4.84,162805,0.0,1.0
2018-07-30,4.76,4.9091,4.76,4.83,4.83,94102,0.0,1.0
2018-07-27,4.88,4.96,4.65,4.75,4.75,135701,0.0,1.0
2018-07-26,4.5,4.99,4.5,4.9,4.9,242230,0.0,1.0
2018-07-25,4.55,4.74,4.43,4.59,4.59,224852,0.0,1.0
2018-07-24,4.49,4.6,4.3501,4.53,4.53,233884,0.0,1.0
2018-07-23,4.39,4.56,4.28,4.51,4.51,281579,0.0,1.0
2018-07-20,4.43,4.43,4.25,4.37,4.37,120454,0.0,1.0
2018-07-19,4.18,4.48,4.155,4.44,4.44,164848,0.0,1.0
2018-07-18,4.25,4.3,4.07,4.19,4.19,247325,0.0,1.0
2018-07-17,4.34,4.4093,4.23,4.26,4.26,176761,0.0,1.0
2018-07-16,4.4,4.42,4.22,4.33,4.33,311149,0.0,1.0
2018-07-13,4.57,4.61,4.3,4.42,4.42,177683,0.0,1.0
2018-07-12,5.04,5.04,4.55,4.59,4.59,440528,0.0,1.0
2018-07-11,5.13,5.19,4.99,5.03,5.03,75637,0.0,1.0
2018-07-10,5.05,5.2,4.9763,5.15,5.15,176841,0.0,1.0
2018-07-09,4.95,5.02,4.83,5.01,5.01,207045,0.0,1.0
2018-07-06,4.98,5.17,4.87,4.95,4.95,195039,0.0,1.0
2018-07-05,4.85,5.02,4.83,5.0,5.0,140947,0.0,1.0
2018-07-03,4.8,4.9,4.52,4.82,4.82,212414,0.0,1.0
2018-07-02,5.04,5.1,4.72,4.75,4.75,461910,0.0,1.0
2018-06-29,5.08,5.12,4.83,5.0,5.0,450602,0.0,1.0
2018-06-28,5.11,5.28,4.98,5.06,5.06,541626,0.0,1.0
2018-06-27,5.17,5.25,5.13,5.15,5.15,240785,0.0,1.0
2018-06-26,5.39,5.39,5.09,5.15,5.15,265053,0.0,1.0
2018-06-25,5.07,5.43,5.01,5.4,5.4,573781,0.0,1.0
2018-06-22,5.03,5.17,4.88,5.15,5.15,3137938,0.0,1.0
2018-06-21,5.16,5.19,4.98,5.11,5.11,337633,0.0,1.0
2018-06-20,4.93,5.2,4.91,5.16,5.16,243797,0.0,1.0
2018-06-19,4.89,5.07,4.84,4.93,4.93,272360,0.0,1.0
2018-06-18,5.2,5.24,4.89,4.98,4.98,214617,0.0,1.0
2018-06-15,5.07,5.2,4.98,5.2,5.2,324424,0.0,1.0
2018-06-14,4.88,5.13,4.88,5.07,5.07,151239,0.0,1.0
2018-06-13,4.89,4.93,4.73,4.89,4.89,131506,0.0,1.0
2018-06-12,4.88,4.9,4.72,4.87,4.87,169514,0.0,1.0
2018-06-11,4.58,4.898,4.58,4.87,4.87,326524,0.0,1.0
2018-06-08,4.58,4.7,4.41,4.56,4.56,224755,0.0,1.0
2018-06-07,4.6,4.62,4.5,4.6,4.6,233469,0.0,1.0
2018-06-06,4.52,4.6,4.44,4.6,4.6,191792,0.0,1.0
2018-06-05,4.59,4.62,4.45,4.51,4.51,239851,0.0,1.0
2018-06-04,4.47,4.66,4.395,4.62,4.62,492930,0.0,1.0
2018-06-01,4.11,4.47,4.07,4.46,4.46,697940,0.0,1.0
2018-05-31,4.4,4.54,4.01,4.1,4.1,943538,0.0,1.0
2018-05-30,4.26,4.7971,4.2,4.41,4.41,880527,0.0,1.0
2018-05-29,4.35,4.41,4.07,4.25,4.25,641486,0.0,1.0
2018-05-25,4.2,4.2995,4.13,4.16,4.16,231973,0.0,1.0
2018-05-24,4.28,4.32,4.21,4.25,4.25,318013,0.0,1.0
2018-05-23,4.29,4.36,4.07,4.27,4.27,341762,0.0,1.0
2018-05-22,4.5,4.64,4.3,4.31,4.31,402302,0.0,1.0
2018-05-21,5.13,5.289,4.47,4.5,4.5,1004851,0.0,1.0
2018-05-18,4.86,5.2,4.85,5.11,5.11,348780,0.0,1.0
2018-05-17,4.82,4.96,4.7,4.86,4.86,336834,0.0,1.0
2018-05-16,5.03,5.05,4.75,4.8,4.8,419225,0.0,1.0
2018-05-15,5.36,5.39,4.98,4.98,4.98,437693,0.0,1.0
2018-05-14,5.47,5.6,5.0,5.32,5.32,875836,0.0,1.0
2018-05-11,6.13,6.25,5.44,5.49,5.49,715396,0.0,1.0
2018-05-10,7.95,7.95,5.0,6.2,6.2,2001617,0.0,1.0
2018-05-09,7.1,7.56,7.01,7.49,7.49,499485,0.0,1.0
2018-05-08,7.42,7.51,7.08,7.13,7.13,348725,0.0,1.0
2018-05-07,7.18,7.41,7.12,7.39,7.39,234494,0.0,1.0
2018-05-04,7.42,7.48,7.1,7.15,7.15,314649,0.0,1.0
2018-05-03,7.2,7.66,7.07,7.41,7.41,353094,0.0,1.0
2018-05-02,7.14,7.515,7.14,7.2,7.2,453155,0.0,1.0
2018-05-01,7.05,7.65,7.02,7.21,7.21,1074680,0.0,1.0
2018-04-30,7.2,7.3,6.99,7.05,7.05,768146,0.0,1.0
2018-04-27,7.35,7.56,7.11,7.19,7.19,538892,0.0,1.0
2018-04-26,7.85,7.99,7.31,7.37,7.37,436201,0.0,1.0
2018-04-25,8.15,8.33,7.86,7.91,7.91,379098,0.0,1.0
2018-04-24,8.57,8.615,8.045,8.15,8.15,332487,0.0,1.0
2018-04-23,8.65,8.7099,8.48,8.58,8.58,185858,0.0,1.0
2018-04-20,9.03,9.03,8.67,8.7,8.7,165262,0.0,1.0
2018-04-19,9.15,9.3,8.87,8.93,8.93,241244,0.0,1.0
2018-04-18,9.09,9.67,9.09,9.25,9.25,458710,0.0,1.0
2018-04-17,9.04,9.26,8.92,9.07,9.07,578131,0.0,1.0
2018-04-16,9.39,9.43,8.72,9.03,9.03,373575,0.0,1.0
2018-04-13,9.31,9.49,9.25,9.44,9.44,341834,0.0,1.0
2018-04-12,9.53,9.57,9.22,9.38,9.38,335474,0.0,1.0
2018-04-11,9.32,9.74,9.24,9.5,9.5,428293,0.0,1.0
2018-04-10,9.87,9.92,9.34,9.46,9.46,351792,0.0,1.0
2018-04-09,9.85,10.0,9.6779,9.78,9.78,388200,0.0,1.0
2018-04-06,9.52,9.95,9.5,9.8,9.8,316757,0.0,1.0
2018-04-05,9.29,9.9,9.24,9.75,9.75,521415,0.0,1.0
2018-04-04,8.88,9.36,8.75,9.28,9.28,722941,0.0,1.0
2018-04-03,8.58,9.04,8.57,8.85,8.85,424044,0.0,1.0
2018-04-02,8.29,8.97,8.29,8.57,8.57,371607,0.0,1.0
2018-03-29,9.51,9.729,8.07,8.18,8.18,1706368,0.0,1.0
2018-03-28,8.33,9.43,8.33,9.37,9.37,1022590,0.0,1.0
2018-03-27,7.72,8.4,7.6324,8.33,8.33,696677,0.0,1.0
2018-03-26,7.87,8.13,7.56,7.73,7.73,379992,0.0,1.0
2018-03-23,7.2,8.1,7.1642,7.84,7.84,962027,0.0,1.0
2018-03-22,6.95,7.22,6.95,7.13,7.13,373716,0.0,1.0
2018-03-21,6.82,7.1,6.8,6.95,6.95,691433,0.0,1.0
2018-03-20,6.76,7.15,6.76,6.86,6.86,459805,0.0,1.0
2018-03-19,6.67,6.89,6.62,6.76,6.76,314264,0.0,1.0
2018-03-16,6.79,7.235,6.57,6.67,6.67,753731,0.0,1.0
2018-03-15,6.11,6.42,6.07,6.38,6.38,461742,0.0,1.0
2018-03-14,6.12,6.25,6.05,6.14,6.14,103681,0.0,1.0
2018-03-13,6.26,6.31,6.1,6.12,6.12,101964,0.0,1.0
2018-03-12,6.22,6.4,6.16,6.23,6.23,96976,0.0,1.0
2018-03-09,6.27,6.43,6.17,6.19,6.19,155833,0.0,1.0
2018-03-08,5.84,6.3,5.84,6.25,6.25,155564,0.0,1.0
2018-03-07,5.71,6.21,5.71,5.88,5.88,132754,0.0,1.0
2018-03-06,5.93,5.93,5.61,5.77,5.77,89336,0.0,1.0
2018-03-05,5.85,5.96,5.8,5.83,5.83,78202,0.0,1.0
2018-03-02,5.72,6.18,5.615,5.93,5.93,114641,0.0,1.0
2018-03-01,5.92,6.03,5.29,5.68,5.68,170462,0.0,1.0
2018-02-28,6.26,6.38,5.92,5.94,5.94,142619,0.0,1.0
2018-02-27,6.19,6.44,6.19,6.24,6.24,86089,0.0,1.0
2018-02-26,6.16,6.35,6.13,6.16,6.16,79701,0.0,1.0
2018-02-23,6.19,6.28,5.6,6.17,6.17,166553,0.0,1.0
2018-02-22,6.1,6.31,6.03,6.16,6.16,54396,0.0,1.0
2018-02-21,6.13,6.3,6.01,6.1,6.1,53179,0.0,1.0
2018-02-20,6.36,6.56,6.02,6.13,6.13,90751,0.0,1.0
2018-02-16,6.27,6.49,6.27,6.36,6.36,68018,0.0,1.0
2018-02-15,6.05,6.43,5.97,6.31,6.31,119167,0.0,1.0
2018-02-14,6.16,6.31,5.92,6.04,6.04,120416,0.0,1.0
2018-02-13,6.2,6.28,6.01,6.22,6.22,74097,0.0,1.0
2018-02-12,6.4,6.52,6.1,6.24,6.24,186493,0.0,1.0
2018-02-09,6.57,6.79,6.27,6.4,6.4,173110,0.0,1.0
2018-02-08,6.73,6.81,6.39,6.48,6.48,140271,0.0,1.0
2018-02-07,6.65,6.77,6.48,6.69,6.69,137150,0.0,1.0
2018-02-06,6.3,6.7,6.15,6.65,6.65,137674,0.0,1.0
2018-02-05,6.43,6.78,6.33,6.44,6.44,205397,0.0,1.0
2018-02-02,6.41,6.55,6.1,6.51,6.51,105784,0.0,1.0
2018-02-01,6.11,6.54,5.98,6.48,6.48,181031,0.0,1.0
2018-01-31,6.33,6.33,5.9,6.17,6.17,225857,0.0,1.0
2018-01-30,6.56,6.56,6.095,6.32,6.32,199487,0.0,1.0
2018-01-29,6.71,6.78,6.52,6.64,6.64,122123,0.0,1.0
2018-01-26,6.55,6.72,6.46,6.7,6.7,60277,0.0,1.0
2018-01-25,6.82,6.82,6.4,6.55,6.55,79924,0.0,1.0
2018-01-24,6.72,6.83,6.67,6.8,6.8,94581,0.0,1.0
2018-01-23,6.87,6.92,6.66,6.7,6.7,100942,0.0,1.0
2018-01-22,6.84,6.97,6.76,6.85,6.85,106148,0.0,1.0
2018-01-19,6.65,6.98,6.63,6.85,6.85,145017,0.0,1.0
2018-01-18,6.72,6.8,6.5,6.62,6.62,109425,0.0,1.0
2018-01-17,6.77,6.9,6.58,6.74,6.74,95059,0.0,1.0
2018-01-16,7.1,7.1,6.69,6.7,6.7,150038,0.0,1.0
2018-01-12,6.83,7.16,6.83,7.04,7.04,158534,0.0,1.0
2018-01-11,6.46,6.82,6.46,6.81,6.81,242678,0.0,1.0
2018-01-10,6.2,6.64,6.01,6.46,6.46,192222,0.0,1.0
2018-01-09,6.04,6.25,5.88,6.18,6.18,181889,0.0,1.0
2018-01-08,6.21,6.29,5.94,5.99,5.99,182546,0.0,1.0
2018-01-05,6.56,6.62,5.94,6.07,6.07,199891,0.0,1.0
2018-01-04,6.74,6.8,6.43,6.5,6.5,104711,0.0,1.0
2018-01-03,6.7,6.86,6.27,6.72,6.72,320129,0.0,1.0
2018-01-02,6.21,6.79,6.2,6.65,6.65,272507,0.0,1.0
2017-12-29,6.14,6.56,6.14,6.24,6.24,175648,0.0,1.0
2017-12-28,6.35,6.4,6.15,6.17,6.17,135336,0.0,1.0
2017-12-27,6.1,6.47,5.9305,6.4,6.4,188750,0.0,1.0
2017-12-26,5.97,6.25,5.97,6.1,6.1,147880,0.0,1.0
2017-12-22,5.94,6.26,5.85,5.95,5.95,278137,0.0,1.0
2017-12-21,6.375,6.53,6.07,6.11,6.11,273228,0.0,1.0
2017-12-20,6.66,7.24,5.96,6.43,6.43,647720,0.0,1.0
2017-12-19,5.38,5.74,5.17,5.6,5.6,339617,0.0,1.0
2017-12-18,5.4,5.71,5.08,5.19,5.19,875536,0.0,1.0
2017-12-15,5.13,5.41,5.0,5.03,5.03,764887,0.0,1.0
2017-12-14,4.85,5.03,4.73,4.97,4.97,293971,0.0,1.0
2017-12-13,4.67,5.05,4.65,4.92,4.92,408007,0.0,1.0
2017-12-12,4.71,4.93,4.61,4.64,4.64,112181,0.0,1.0
2017-12-11,4.82,4.82,4.45,4.73,4.73,142817,0.0,1.0
2017-12-08,4.39,5.08,4.39,4.84,4.84,334232,0.0,1.0
2017-12-07,4.4,4.63,4.36,4.38,4.38,121631,0.0,1.0
2017-12-06,4.34,4.48,4.16,4.38,4.38,255517,0.0,1.0
2017-12-05,4.31,4.46,4.1114,4.35,4.35,115196,0.0,1.0
2017-12-04,4.63,4.77,4.32,4.32,4.32,112339,0.0,1.0
2017-12-01,4.7,4.74,4.48,4.6,4.6,156844,0.0,1.0
2017-11-30,4.26,4.76,4.209,4.69,4.69,498555,0.0,1.0
2017-11-29,4.12,4.27,4.02,4.25,4.25,245358,0.0,1.0
2017-11-28,4.25,4.25,4.01,4.1,4.1,125963,0.0,1.0
2017-11-27,4.52,4.57,4.21,4.26,4.26,106067,0.0,1.0
2017-11-24,4.68,4.74,4.53,4.54,4.54,32047,0.0,1.0
2017-11-22,4.62,4.81,4.62,4.64,4.64,101456,0.0,1.0
2017-11-21,4.68,4.79,4.56,4.63,4.63,161394,0.0,1.0
2017-11-20,4.62,4.75,4.5,4.64,4.64,153143,0.0,1.0
2017-11-17,4.51,4.71,4.51,4.6,4.6,190800,0.0,1.0
2017-11-16,4.65,4.815,4.51,4.51,4.51,155019,0.0,1.0
2017-11-15,4.56,4.75,4.38,4.51,4.51,203834,0.0,1.0
2017-11-14,4.93,4.94,4.64,4.65,4.65,137065,0.0,1.0
2017-11-13,4.84,5.0,4.51,4.95,4.95,307207,0.0,1.0
2017-11-10,4.9,5.04,4.64,4.89,4.89,172190,0.0,1.0
2017-11-09,3.9,5.17,3.85,4.92,4.92,723506,0.0,1.0
2017-11-08,4.5,4.52,4.15,4.22,4.22,461581,0.0,1.0
2017-11-07,4.16,4.56,4.15,4.48,4.48,205036,0.0,1.0
2017-11-06,4.14,4.434,4.05,4.18,4.18,221639,0.0,1.0
2017-11-03,4.91,4.91,3.94,4.12,4.12,331408,0.0,1.0
2017-11-02,5.7,5.7,4.851,4.89,4.89,538965,0.0,1.0
2017-11-01,5.77,5.8,5.62,5.68,5.68,315577,0.0,1.0
2017-10-31,5.69,5.78,5.65,5.72,5.72,76929,0.0,1.0
2017-10-30,5.55,5.78,5.46,5.69,5.69,99448,0.0,1.0
2017-10-27,5.71,5.78,5.56,5.59,5.59,116741,0.0,1.0
2017-10-26,5.57,5.73,5.4,5.68,5.68,217561,0.0,1.0
2017-10-25,5.2,5.67,5.2,5.58,5.58,106568,0.0,1.0
2017-10-24,5.3,5.43,5.22,5.25,5.25,86598,0.0,1.0
2017-10-23,5.0,5.29,5.0,5.26,5.26,130417,0.0,1.0
2017-10-20,4.99,5.24,4.99,5.01,5.01,98741,0.0,1.0
2017-10-19,4.69,5.015,4.69,4.97,4.97,176704,0.0,1.0
2017-10-18,4.76,4.84,4.66,4.74,4.74,143115,0.0,1.0
2017-10-17,4.75,4.86,4.63,4.74,4.74,113887,0.0,1.0
2017-10-16,4.67,4.83,4.54,4.75,4.75,169297,0.0,1.0
2017-10-13,4.99,4.99,4.645,4.7,4.7,344157,0.0,1.0
2017-10-12,5.14,5.15,4.98,5.11,5.11,119148,0.0,1.0
2017-10-11,5.0,5.16,4.94,5.13,5.13,113700,0.0,1.0
2017-10-10,5.22,5.29,4.85,5.0,5.0,229374,0.0,1.0
2017-10-09,5.21,5.26,5.08,5.21,5.21,128448,0.0,1.0
2017-10-06,5.17,5.29,5.11,5.21,5.21,92635,0.0,1.0
2017-10-05,5.03,5.3,5.01,5.22,5.22,98983,0.0,1.0
2017-10-04,5.53,5.65,4.84,5.03,5.03,382514,0.0,1.0
2017-10-03,5.36,5.86,5.34,5.52,5.52,338880,0.0,1.0
2017-10-02,5.15,5.42,4.92,5.38,5.38,540308,0.0,1.0
2017-09-29,4.91,5.18,4.85,5.18,5.18,165451,0.0,1.0
2017-09-28,4.83,5.05,4.78,4.91,4.91,416229,0.0,1.0
2017-09-27,4.66,4.88,4.64,4.86,4.86,138852,0.0,1.0
2017-09-26,4.63,4.67,4.6,4.65,4.65,63427,0.0,1.0
2017-09-25,4.7,4.71,4.51,4.61,4.61,195011,0.0,1.0
2017-09-22,4.72,4.82,4.67,4.72,4.72,100679,0.0,1.0
2017-09-21,4.61,4.83,4.61,4.72,4.72,386152,0.0,1.0
2017-09-20,4.67,4.67,4.54,4.6,4.6,178261,0.0,1.0
2017-09-19,4.83,4.91,4.555,4.66,4.66,221611,0.0,1.0
2017-09-18,4.69,4.88,4.69,4.8,4.8,214930,0.0,1.0
2017-09-15,4.34,4.68,4.31,4.66,4.66,508102,0.0,1.0
2017-09-14,4.38,4.4,4.3,4.35,4.35,67266,0.0,1.0
2017-09-13,4.54,4.55,4.325,4.37,4.37,125996,0.0,1.0
2017-09-12,4.22,4.71,4.17,4.51,4.51,508096,0.0,1.0
2017-09-11,4.16,4.24,4.15,4.2,4.2,70033,0.0,1.0
2017-09-08,4.15,4.25,4.05,4.15,4.15,190191,0.0,1.0
2017-09-07,4.16,4.22,4.15,4.16,4.16,62622,0.0,1.0
2017-09-06,4.36,4.37,4.141,4.16,4.16,138082,0.0,1.0
2017-09-05,4.5,4.5,4.25,4.36,4.36,154807,0.0,1.0
2017-09-01,4.42,4.52,4.39,4.51,4.51,186045,0.0,1.0
2017-08-31,4.33,4.46,4.29,4.38,4.38,137546,0.0,1.0
2017-08-30,4.46,4.46,4.22,4.3,4.3,104461,0.0,1.0
2017-08-29,4.24,4.45,4.12,4.45,4.45,267287,0.0,1.0
2017-08-28,4.3,4.39,4.22,4.31,4.31,129917,0.0,1.0
2017-08-25,4.52,4.52,4.3,4.3,4.3,144893,0.0,1.0
2017-08-24,4.41,4.6,4.4,4.52,4.52,313687,0.0,1.0
2017-08-23,4.38,4.44,4.34,4.41,4.41,187952,0.0,1.0
2017-08-22,4.37,4.48,4.34,4.4,4.4,247879,0.0,1.0
2017-08-21,4.23,4.45,4.14,4.37,4.37,375188,0.0,1.0
