,TDG_Open,TDG_High,TDG_Low,TDG_Close,TDG_Adj Close,TDG_Volume,TDG_Dividend Amount,TDG_Split Coefficient
2024-10-04,1356.0,1358.335,1336.13,1355.46,1355.46,187855,75.0,1.0
2024-10-03,1442.4,1442.4,1416.4705,1419.09,1344.68613690701,219334,0.0,1.0
2024-10-02,1434.95,1451.32,1426.325,1442.53,1366.89716161235,175906,0.0,1.0
2024-10-01,1430.0,1443.455,1418.65,1435.96,1360.67163122352,176156,0.0,1.0
2024-09-30,1398.32,1428.16,1396.16,1427.13,1352.30459418649,233284,0.0,1.0
2024-09-27,1403.79,1408.45,1395.0,1402.88,1329.32603833732,184603,0.0,1.0
2024-09-26,1430.72,1433.0,1398.685,1401.23,1327.76254897026,204046,0.0,1.0
2024-09-25,1427.44,1433.034,1418.045,1424.26,1349.58507025712,242987,0.0,1.0
2024-09-24,1417.04,1422.21,1399.391,1420.9,1346.4012373642,300419,0.0,1.0
2024-09-23,1408.64,1423.0199,1400.32,1417.98,1343.63433496917,223049,0.0,1.0
2024-09-20,1401.9,1419.99,1384.05,1408.03,1334.20602030116,339858,0.0,1.0
2024-09-19,1400.63,1400.63,1380.01,1389.85,1316.97921018414,159473,0.0,1.0
2024-09-18,1384.96,1396.13,1373.51,1373.7,1301.67596577325,130005,0.0,1.0
2024-09-17,1374.39,1382.0367,1363.51,1375.45,1303.33421207164,104267,0.0,1.0
2024-09-16,1381.24,1388.4075,1364.51,1372.92,1300.93686170882,142394,0.0,1.0
2024-09-13,1347.85,1376.15,1345.215,1367.76,1296.04740405184,149122,0.0,1.0
2024-09-12,1326.82,1348.03,1326.35,1348.03,1277.3518614991,133645,0.0,1.0
2024-09-11,1312.0,1328.03,1287.5459,1328.03,1258.40047523174,127404,0.0,1.0
2024-09-10,1310.4,1315.145,1295.51,1310.75,1242.02647749675,126168,0.0,1.0
2024-09-09,1310.64,1318.175,1296.18,1302.77,1234.46487437607,176613,0.0,1.0
2024-09-06,1330.62,1335.73,1293.29,1294.17,1226.31577828111,157071,0.0,1.0
2024-09-05,1348.0,1348.38,1316.985,1329.28,1259.58493687345,151861,0.0,1.0
2024-09-04,1333.77,1353.6,1333.77,1350.62,1279.80606602072,118908,0.0,1.0
2024-09-03,1368.6,1379.47,1327.355,1332.49,1262.62663436936,206746,0.0,1.0
2024-08-30,1366.68,1380.83,1356.76,1373.21,1301.2116568097,251827,0.0,1.0
2024-08-29,1340.0,1376.16,1335.9101,1364.37,1292.83514407953,256817,0.0,1.0
2024-08-28,1335.0,1337.48,1324.005,1333.06,1263.16674887798,168220,0.0,1.0
2024-08-27,1300.0,1333.18,1290.3372,1326.23,1256.69485046768,160057,0.0,1.0
2024-08-26,1326.6,1329.21,1300.51,1302.25,1233.97213833312,258416,0.0,1.0
2024-08-23,1308.03,1339.29,1305.97,1326.68,1257.1212566587,273198,0.0,1.0
2024-08-22,1316.74,1320.0,1302.45,1304.38,1235.9904609706,121728,0.0,1.0
2024-08-21,1315.0,1319.01,1306.73,1313.71,1244.83128266432,161546,0.0,1.0
2024-08-20,1309.85,1315.0,1297.28,1310.41,1241.7043039302,229893,0.0,1.0
2024-08-19,1280.08,1310.25,1278.51,1308.24,1239.6480785202,288695,0.0,1.0
2024-08-16,1275.0,1281.07,1266.88,1280.08,1212.96452665576,188182,0.0,1.0
2024-08-15,1267.29,1275.0,1253.99,1272.34,1205.63034017029,205043,0.0,1.0
2024-08-14,1245.36,1254.47,1237.56,1248.36,1182.90762803574,120211,0.0,1.0
2024-08-13,1239.99,1245.16,1222.24,1243.69,1178.48247934231,231304,0.0,1.0
2024-08-12,1243.88,1243.88,1224.36,1233.05,1168.40034184808,241077,0.0,1.0
2024-08-09,1231.51,1249.24,1221.04,1246.1,1180.76612138753,172042,0.0,1.0
2024-08-08,1215.09,1243.77,1214.85,1231.12,1166.57153307328,211264,0.0,1.0
2024-08-07,1250.92,1253.79,1201.72,1202.03,1139.00674174741,353592,0.0,1.0
2024-08-06,1221.85,1269.495,1221.85,1237.37,1172.49384128183,407953,0.0,1.0
2024-08-05,1196.27,1218.75,1176.31,1209.45,1146.0377060526,439962,0.0,1.0
2024-08-02,1249.77,1249.77,1202.24,1212.27,1148.7098515163,314682,0.0,1.0
2024-08-01,1287.42,1296.78,1258.285,1268.04,1201.55579212281,237424,0.0,1.0
2024-07-31,1285.52,1302.45,1273.81,1294.22,1226.36315674678,271670,0.0,1.0
2024-07-30,1248.55,1273.94,1248.55,1264.16,1197.87922318695,282964,0.0,1.0
2024-07-29,1241.3,1246.8,1227.31,1236.12,1171.30937964012,173045,0.0,1.0
2024-07-26,1240.86,1253.19,1232.63,1234.86,1170.11544230527,207905,0.0,1.0
2024-07-25,1250.42,1262.92,1228.21,1228.42,1164.01309592718,203326,0.0,1.0
2024-07-24,1274.93,1274.93,1241.165,1245.48,1180.17862841324,171229,0.0,1.0
2024-07-23,1262.13,1296.38,1259.035,1287.13,1219.644890315,204036,0.0,1.0
2024-07-22,1245.76,1259.36,1237.18,1255.85,1190.00492219286,200921,0.0,1.0
2024-07-19,1259.27,1259.27,1234.33,1238.07,1173.15713980118,168121,0.0,1.0
2024-07-18,1246.29,1263.26,1239.2919,1245.92,1180.59555891112,251453,0.0,1.0
2024-07-17,1265.03,1268.53,1238.92,1241.47,1176.37887546663,207221,0.0,1.0
2024-07-16,1246.14,1284.77,1241.7705,1280.5,1213.36250576738,218865,0.0,1.0
2024-07-15,1250.03,1250.03,1230.2489,1241.94,1176.82423304392,371133,0.0,1.0
2024-07-12,1261.97,1261.97,1237.08,1242.31,1177.17483368986,409733,0.0,1.0
2024-07-11,1267.96,1267.96,1249.0,1255.64,1189.80593263705,299073,0.0,1.0
2024-07-10,1272.06,1274.49,1256.775,1272.68,1205.95251373684,232972,0.0,1.0
2024-07-09,1272.57,1274.97,1260.4801,1270.46,1203.84890986116,167695,0.0,1.0
2024-07-08,1278.0,1281.34,1261.77,1272.18,1205.47872908016,191877,0.0,1.0
2024-07-05,1280.57,1280.57,1261.515,1274.55,1207.72446835284,140336,0.0,1.0
2024-07-03,1278.05,1288.15,1274.03,1283.5,1216.20521370748,108123,0.0,1.0
2024-07-02,1243.82,1280.04,1243.82,1278.1,1211.08833941529,213942,0.0,1.0
2024-07-01,1298.46,1298.46,1249.36,1252.72,1187.03903024202,300850,0.0,1.0
2024-06-28,1294.08,1303.89,1266.0,1277.61,1210.62403045174,1220853,0.0,1.0
2024-06-27,1303.0,1303.0,1273.43,1288.65,1221.08519567132,322498,0.0,1.0
2024-06-26,1313.39,1315.37,1283.37,1300.83,1232.62658990814,241000,0.0,1.0
2024-06-25,1330.0,1332.0,1311.09,1320.36,1251.13261859821,189133,0.0,1.0
2024-06-24,1332.22,1333.215,1319.1,1328.05,1258.41942661801,262007,0.0,1.0
2024-06-21,1335.31,1335.31,1302.2077,1321.09,1251.82434419697,397005,0.0,1.0
2024-06-20,1347.87,1349.0,1325.26,1329.67,1259.95448890567,213312,0.0,1.0
2024-06-18,1322.18,1345.95,1315.35,1339.48,1269.2501438698,159628,0.0,1.0
2024-06-17,1292.13,1328.195,1292.13,1318.91,1249.75864309383,167416,0.0,1.0
2024-06-14,1310.0,1310.0,1281.37,1294.76,1226.874844176,194186,0.0,1.0
2024-06-13,1316.29,1325.46,1301.52,1323.65,1254.25012163919,165735,0.0,1.0
2024-06-12,1304.93,1332.97,1295.67,1322.13,1252.80981628287,272459,0.0,1.0
2024-06-11,1301.05,1304.35,1279.87,1293.88,1226.04098318024,260197,0.0,1.0
2024-06-10,1308.36,1317.12,1304.38,1305.99,1237.51604756512,249712,0.0,1.0
2024-06-07,1335.07,1341.65,1309.59,1310.0,1241.31580051172,305705,0.0,1.0
2024-06-06,1365.2,1369.575,1325.89,1334.65,1264.67338408624,161781,0.0,1.0
2024-06-05,1347.27,1364.22,1328.6,1362.3,1290.87367560086,173561,0.0,1.0
2024-06-04,1334.34,1342.32,1322.115,1340.83,1270.52936244285,153184,0.0,1.0
2024-06-03,1356.98,1356.98,1315.55,1339.19,1268.97534876893,183325,0.0,1.0
2024-05-31,1321.0,1348.89,1314.98,1343.23,1272.80352879493,302783,0.0,1.0
2024-05-30,1317.77,1324.065,1305.42,1321.85,1252.54449687513,143548,0.0,1.0
2024-05-29,1316.13,1333.85,1312.26,1312.29,1243.48573423934,200686,0.0,1.0
2024-05-28,1356.53,1363.6585,1310.75,1317.94,1248.83950085986,202774,0.0,1.0
2024-05-24,1335.0,1350.31,1329.225,1350.31,1279.51231953358,136110,0.0,1.0
2024-05-23,1334.86,1335.0,1312.02,1330.72,1260.9494366847,173331,0.0,1.0
2024-05-22,1335.0,1340.97,1316.97,1326.19,1256.65694769515,251324,0.0,1.0
2024-05-21,1311.99,1340.76,1306.74,1336.84,1266.74856088251,212450,0.0,1.0
2024-05-20,1295.79,1317.01,1295.79,1312.76,1243.93109181662,179514,0.0,1.0
2024-05-17,1296.09,1298.8499,1281.98,1291.95,1224.21217440544,210869,0.0,1.0
2024-05-16,1287.29,1295.55,1283.8,1286.32,1218.87735917118,251269,0.0,1.0
2024-05-15,1278.88,1292.12,1276.88,1289.2,1221.60635879367,257907,0.0,1.0
2024-05-14,1276.41,1279.4,1260.05,1275.77,1208.88050291515,310688,0.0,1.0
2024-05-13,1317.81,1317.81,1279.89,1280.56,1213.41935992618,252274,0.0,1.0
2024-05-10,1328.22,1330.8199,1308.6,1310.49,1241.78010947527,212403,0.0,1.0
2024-05-09,1316.96,1330.38,1310.34,1318.86,1249.71126462816,229231,0.0,1.0
2024-05-08,1315.23,1328.15,1306.31,1315.0,1246.05364707856,250144,0.0,1.0
2024-05-07,1240.02,1315.02,1240.0,1310.4,1241.69482823707,443128,0.0,1.0
2024-05-06,1305.68,1309.43,1294.99,1301.63,1233.38464535884,330478,0.0,1.0
2024-05-03,1291.61,1303.49,1270.9273,1293.8,1225.96517763517,238023,0.0,1.0
2024-05-02,1254.61,1274.215,1250.185,1271.78,1205.09970135481,196565,0.0,1.0
2024-05-01,1245.57,1269.4899,1242.07,1249.32,1183.81729457657,158892,0.0,1.0
2024-04-30,1253.27,1266.705,1245.99,1248.03,1182.59493016233,238240,0.0,1.0
2024-04-29,1260.0,1269.12,1249.66,1258.72,1192.72444612223,124301,0.0,1.0
2024-04-26,1257.37,1269.51,1254.4901,1259.15,1193.13190092697,140898,0.0,1.0
2024-04-25,1240.05,1265.25,1225.5,1256.58,1190.69664779162,232694,0.0,1.0
2024-04-24,1250.0,1255.59,1213.785,1241.62,1176.52101086364,222452,0.0,1.0
2024-04-23,1215.0,1244.66,1212.41,1242.4,1177.26011492807,241828,0.0,1.0
2024-04-22,1195.94,1213.655,1186.12,1200.93,1137.96441550271,147923,0.0,1.0
2024-04-19,1225.37,1226.33,1185.78,1187.7,1125.42807348685,231376,0.0,1.0
2024-04-18,1218.92,1237.39,1211.565,1213.5,1149.87536177174,205492,0.0,1.0
2024-04-17,1233.52,1235.28,1212.71,1225.7,1161.43570739482,148008,0.0,1.0
2024-04-16,1210.09,1228.08,1210.09,1223.15,1159.01940564574,155244,0.0,1.0
2024-04-15,1243.0,1248.39,1206.96,1207.5,1144.18994589153,183178,0.0,1.0
2024-04-12,1223.03,1231.86,1207.115,1220.38,1156.39463864771,193470,0.0,1.0
2024-04-11,1214.67,1237.51,1206.87,1234.93,1170.18177215721,180243,0.0,1.0
2024-04-10,1206.76,1224.62,1205.21,1219.91,1155.94928107043,170186,0.0,1.0
2024-04-09,1234.29,1234.29,1198.32,1215.93,1152.17795520322,129748,0.0,1.0
2024-04-08,1236.91,1239.26,1227.88,1233.29,1168.62775848329,121851,0.0,1.0
2024-04-05,1212.55,1237.125,1212.55,1235.28,1170.51342141689,151517,0.0,1.0
2024-04-04,1242.04,1246.22,1200.0,1204.36,1141.21457824756,185276,0.0,1.0
2024-04-03,1201.71,1234.95,1201.71,1228.51,1164.09837716539,221450,0.0,1.0
2024-04-02,1209.3,1209.3,1196.77,1203.82,1140.70289081834,228766,0.0,1.0
2024-04-01,1229.77,1229.77,1208.9,1213.94,1150.29229226962,141593,0.0,1.0
2024-03-28,1233.8,1238.9525,1226.38,1231.6,1167.02636634369,164404,0.0,1.0
2024-03-27,1233.14,1237.49,1223.5,1233.8,1169.1110188331,140380,0.0,1.0
2024-03-26,1226.16,1227.27,1217.3101,1223.11,1158.9815028732,113104,0.0,1.0
2024-03-25,1238.13,1238.13,1218.07,1223.41,1159.26577366721,115583,0.0,1.0
2024-03-22,1232.38,1238.0,1226.885,1231.2,1166.64733861835,148930,0.0,1.0
2024-03-21,1215.93,1238.34,1212.49,1232.38,1167.76547040812,203827,0.0,1.0
2024-03-20,1199.7,1217.0,1198.535,1214.98,1151.27776435552,203978,0.0,1.0
2024-03-19,1184.7,1202.7,1177.76,1200.92,1137.95493980957,174658,0.0,1.0
2024-03-18,1181.83,1188.9,1177.45,1181.0,1119.07935908729,154520,0.0,1.0
2024-03-15,1173.08,1182.25,1163.82,1172.2,1110.74074912965,326702,0.0,1.0
2024-03-14,1189.63,1192.58,1179.845,1185.9,1123.72244872279,175835,0.0,1.0
2024-03-13,1176.34,1190.1789,1174.63,1187.4,1125.14380269284,159411,0.0,1.0
2024-03-12,1164.13,1184.39,1154.205,1183.13,1121.09768172476,219144,0.0,1.0
2024-03-11,1158.84,1158.84,1136.27,1151.74,1091.35348097815,253545,0.0,1.0
2024-03-08,1170.31,1180.0,1148.74,1164.99,1103.90877438027,204556,0.0,1.0
2024-03-07,1175.0,1177.6496,1169.54,1174.69,1113.10019671994,162288,0.0,1.0
2024-03-06,1169.28,1174.97,1162.69,1168.68,1107.4053051466,230331,0.0,1.0
2024-03-05,1172.27,1178.97,1154.3346,1160.0,1099.18040350656,229864,0.0,1.0
2024-03-04,1187.35,1189.53,1167.735,1173.41,1111.88730799883,264603,0.0,1.0
2024-03-01,1178.0,1188.0,1169.94,1183.27,1121.23034142863,196511,0.0,1.0
2024-02-29,1170.82,1179.26,1164.14,1177.74,1115.99028312571,314614,0.0,1.0
2024-02-28,1174.0,1177.1,1165.38,1172.0,1110.55123526698,286779,0.0,1.0
2024-02-27,1186.3,1187.755,1161.65,1174.22,1112.65483914265,194251,0.0,1.0
2024-02-26,1203.33,1206.85,1186.675,1187.4,1125.14380269284,168139,0.0,1.0
2024-02-23,1193.39,1207.58,1192.78,1199.89,1136.9789434168,163602,0.0,1.0
2024-02-22,1165.0,1195.47,1164.42,1192.95,1130.40281238203,261878,0.0,1.0
2024-02-21,1159.33,1165.08,1155.83,1164.35,1103.30233001971,183142,0.0,1.0
2024-02-20,1146.44,1163.48,1142.0,1159.01,1098.24230988633,227035,0.0,1.0
2024-02-16,1159.62,1165.0,1144.68,1146.39,1086.28398515163,197352,0.0,1.0
2024-02-15,1150.0,1159.39,1136.795,1157.79,1097.08627532402,232966,0.0,1.0
2024-02-14,1135.38,1147.595,1128.51,1147.13,1086.98518644352,219139,0.0,1.0
2024-02-13,1100.86,1123.435,1100.86,1122.26,1063.41913762007,270221,0.0,1.0
2024-02-12,1119.09,1119.09,1104.05,1109.17,1051.01545530808,219939,0.0,1.0
2024-02-09,1132.08,1139.98,1115.87,1119.89,1061.17339834738,283130,0.0,1.0
2024-02-08,1153.22,1155.24,1108.9,1128.57,1069.39829998742,442630,0.0,1.0
2024-02-07,1140.36,1150.15,1140.36,1147.01,1086.87147812592,369131,0.0,1.0
2024-02-06,1141.67,1142.55,1127.83,1140.6,1080.79755882723,287070,0.0,1.0
2024-02-05,1119.73,1139.815,1119.115,1135.08,1075.56697621744,230808,0.0,1.0
2024-02-02,1114.74,1129.42,1111.68,1123.76,1064.84049159012,188088,0.0,1.0
2024-02-01,1099.46,1116.93,1095.72,1113.68,1055.28899291137,228125,0.0,1.0
2024-01-31,1087.57,1100.0,1086.37,1092.68,1035.39003733065,312049,0.0,1.0
2024-01-30,1081.49,1089.499,1078.54,1085.94,1029.00342015855,174096,0.0,1.0
2024-01-29,1086.16,1088.405,1070.03,1081.73,1025.01415334927,145473,0.0,1.0
2024-01-26,1082.32,1089.965,1070.82,1082.48,1025.7248303343,244543,0.0,1.0
2024-01-25,1065.79,1080.95,1063.525,1078.87,1022.30410511304,260942,0.0,1.0
2024-01-24,1073.28,1076.94,1058.94,1059.92,1004.34766662472,144712,0.0,1.0
2024-01-23,1070.63,1077.54,1068.76,1071.85,1015.6521685332,153762,0.0,1.0
2024-01-22,1058.35,1074.25,1058.35,1072.21,1015.99329348601,200051,0.0,1.0
2024-01-19,1058.4,1059.952,1048.06,1057.13,1001.70394824043,171157,0.0,1.0
2024-01-18,1035.71,1053.64,1032.43,1053.0,997.790486976217,201327,0.0,1.0
2024-01-17,1025.01,1040.67,1025.01,1031.75,977.654639067153,149786,0.0,1.0
2024-01-16,1029.16,1033.6499,1017.8,1027.32,973.456907008934,194003,0.0,1.0
2024-01-12,1027.12,1033.805,1018.835,1032.83,978.67801392559,146182,0.0,1.0
2024-01-11,1015.0,1022.982,1004.25,1019.82,966.350137158676,188763,0.0,1.0
2024-01-10,1005.81,1017.21,1002.81,1015.0,961.782853068244,205795,0.0,1.0
2024-01-09,988.94,1002.85,985.29,1000.12,947.683021685332,210737,0.0,1.0
2024-01-08,975.0,997.81,975.0,997.18,944.897167904031,257686,0.0,1.0
2024-01-05,977.48,986.76,976.01,978.61,927.300805754792,215530,0.0,1.0
2024-01-04,977.89,994.18,974.05,975.53,924.382292269619,207083,0.0,1.0
2024-01-03,987.78,993.4,972.08,972.61,921.615389874586,271475,0.0,1.0
2024-01-02,1005.64,1013.5,989.31,992.2,940.17827272346,245605,0.0,1.0
2023-12-29,1015.0,1018.5,1008.01,1011.6,958.561117402793,161192,0.0,1.0
2023-12-28,998.71,1014.31,998.71,1012.79,959.688724885701,118897,0.0,1.0
2023-12-27,1006.3,1012.44,1004.28,1007.99,955.140392181536,148269,0.0,1.0
2023-12-26,1000.21,1012.65,998.21,1008.97,956.069010108636,119251,0.0,1.0
2023-12-22,997.09,1005.91,996.46,1000.42,947.967292479342,144147,0.0,1.0
2023-12-21,992.69,995.02,981.51,994.12,941.997605805126,141080,0.0,1.0
2023-12-20,991.94,995.81,981.62,981.64,930.171940774296,141020,0.0,1.0
2023-12-19,992.63,1004.195,992.63,998.39,946.043726773206,131715,0.0,1.0
2023-12-18,991.19,996.805,985.88,989.89,937.98938760958,138285,0.0,1.0
2023-12-15,978.07,994.5,978.07,985.59,933.914839562099,485810,0.0,1.0
2023-12-14,1011.9,1014.03,975.335,987.0,935.250912293947,328715,0.0,1.0
2023-12-13,1001.26,1015.7167,998.54,1011.36,958.333700767585,228325,0.0,1.0
2023-12-12,996.1,1001.37,992.595,1000.39,947.938865399941,209531,0.0,1.0
2023-12-11,982.65,994.69,982.65,992.52,940.481494903737,145331,0.0,1.0
2023-12-08,973.7,986.145,971.94,983.92,932.332398808775,144938,0.0,1.0
2023-12-07,966.38,976.0,965.69,972.96,921.947039134265,209981,0.0,1.0
2023-12-06,962.42,970.9399,958.73,963.51,912.992509122939,129923,0.0,1.0
2023-12-05,962.43,967.38,950.935,955.51,905.411954615998,140067,0.0,1.0
2023-12-04,963.6,969.525,957.7,967.38,916.659602365673,168748,0.0,1.0
2023-12-01,958.92,974.75,956.45,970.27,919.398077681305,162098,0.0,1.0
2023-11-30,956.54,963.779,949.99,962.87,912.386064762384,279309,0.0,1.0
2023-11-29,958.49,959.635,950.62,952.82,902.862993163038,124583,0.0,1.0
2023-11-28,979.4,980.0,954.52,956.18,906.046826055954,253637,0.0,1.0
2023-11-27,966.59,980.0,966.59,976.58,925.377240048656,167103,0.0,1.0
2023-11-24,967.89,976.36,962.59,970.73,919.833959565455,42996,0.0,1.0
2023-11-22,969.22,979.71,966.28,970.2,919.33174782937,138547,0.0,1.0
2023-11-21,962.53,974.8,961.28,971.03,920.118230359465,237696,0.0,1.0
2023-11-20,964.23,969.03,958.05,964.36,913.797943039302,261129,0.0,1.0
2023-11-17,958.23,961.4,951.19,957.63,907.420801560337,291021,35.0,1.0
2023-11-16,995.62,997.83,980.55,986.95,902.228383284784,303124,0.0,1.0
2023-11-15,995.3,998.5791,987.9,994.16,908.819463525407,320569,0.0,1.0
2023-11-14,1004.14,1013.08,994.93,996.74,911.177991544937,335664,0.0,1.0
2023-11-13,990.0,995.36,980.235,993.15,907.896163796832,308840,0.0,1.0
2023-11-10,985.33,996.25,973.22,992.5,907.301961001214,356156,0.0,1.0
2023-11-09,945.0,990.1,935.84,973.07,889.539868202973,654144,0.0,1.0
2023-11-08,895.12,897.85,886.76,895.21,818.363514869417,280083,0.0,1.0
2023-11-07,886.84,896.23,879.35,892.82,816.178676897837,276161,0.0,1.0
2023-11-06,882.56,889.34,874.9473,888.74,812.448911657651,210616,0.0,1.0
2023-11-03,875.56,890.2792,875.56,882.08,806.360618397935,215660,0.0,1.0
2023-11-02,838.89,870.46,838.475,869.73,795.070765281195,338768,0.0,1.0
2023-11-01,831.27,831.27,818.12,828.34,757.233759572539,261538,0.0,1.0
2023-10-31,821.37,833.9,817.62,828.09,757.005220035763,360052,0.0,1.0
2023-10-30,825.6,827.76,816.97,819.67,749.308008437143,337457,0.0,1.0
2023-10-27,817.27,820.95,811.42,819.05,748.741230385939,222807,0.0,1.0
2023-10-26,822.44,832.875,816.92,818.0,747.781364331479,221081,0.0,1.0
2023-10-25,829.39,837.59,814.76,818.28,748.037328612668,150329,0.0,1.0
2023-10-24,837.34,839.2,826.28,831.07,759.729411314135,137757,0.0,1.0
2023-10-23,821.99,832.08,817.36,826.5,755.551708581867,161916,0.0,1.0
2023-10-20,830.7,832.0,818.985,822.76,752.132757111696,184600,0.0,1.0
2023-10-19,839.19,849.15,828.82,830.62,759.318040147938,170616,0.0,1.0
2023-10-18,858.31,859.0,839.97,841.91,769.638885628747,246173,0.0,1.0
2023-10-17,860.14,873.17,855.01,863.18,789.08302941766,177387,0.0,1.0
2023-10-16,866.0,873.71,860.09,863.91,789.750364865046,225326,0.0,1.0
2023-10-13,861.98,868.48,848.465,857.09,783.515806301794,228247,0.0,1.0
2023-10-12,872.31,872.31,851.87,858.31,784.631079241261,209326,0.0,1.0
2023-10-11,856.84,871.8,856.84,869.0,794.403429833808,252305,0.0,1.0
2023-10-10,871.44,878.82,861.65,866.18,791.825503858974,247066,0.0,1.0
2023-10-09,857.64,868.125,850.64,867.06,792.629963028426,259742,0.0,1.0
2023-10-06,833.76,851.825,828.545,850.08,777.107557690591,312897,0.0,1.0
2023-10-05,823.55,844.03,815.94,838.93,766.914694350376,435655,0.0,1.0
2023-10-04,810.29,822.9,805.4,821.65,751.11804156841,207124,0.0,1.0
2023-10-03,817.9,823.12,802.46,812.25,742.524954985628,320653,0.0,1.0
2023-10-02,841.11,841.88,817.6222,824.38,753.613693310006,251831,0.0,1.0
2023-09-29,854.05,856.03,837.82,843.13,770.754158568215,258699,0.0,1.0
2023-09-28,855.61,861.855,847.0,848.37,775.544347259043,255016,0.0,1.0
2023-09-27,845.73,854.21,840.9,851.82,778.698192866553,127566,0.0,1.0
2023-09-26,848.19,849.2,842.15,842.68,770.342787402018,260276,0.0,1.0
2023-09-25,842.62,854.6905,838.1,851.21,778.140556396819,106951,0.0,1.0
2023-09-22,845.57,853.5,842.84,847.36,774.621047530467,146529,0.0,1.0
2023-09-21,850.7,853.765,840.0,842.83,770.479911124084,227326,0.0,1.0
2023-09-20,875.88,880.48,854.33,854.35,781.011012978727,150360,0.0,1.0
2023-09-19,869.01,874.9999,861.61,870.59,795.856941287704,122983,0.0,1.0
2023-09-18,865.71,877.51,865.6,870.09,795.399862214152,184872,0.0,1.0
2023-09-15,871.0,876.06,863.04,864.7,790.472549801259,818141,0.0,1.0
2023-09-14,870.0,877.76,865.25,874.12,799.083919546983,192269,0.0,1.0
2023-09-13,871.43,877.835,860.41,867.15,792.712237261665,191755,0.0,1.0
2023-09-12,873.94,881.02,871.275,872.06,797.200753763948,175023,0.0,1.0
2023-09-11,876.99,881.2,861.6,877.82,802.46630469127,185744,0.0,1.0
2023-09-08,887.61,888.48,865.0,871.89,797.04534687894,180597,0.0,1.0
2023-09-07,883.12,888.05,879.24,887.23,811.068532855523,158709,0.0,1.0
2023-09-06,890.81,894.76,880.995,882.98,807.183360730329,229437,0.0,1.0
2023-09-05,912.12,912.12,885.76,889.16,812.832858079435,227626,0.0,1.0
2023-09-01,909.34,913.79,900.75,911.32,833.090602619271,145781,0.0,1.0
2023-08-31,905.41,910.58,901.355,903.85,826.2618412604,272234,0.0,1.0
2023-08-30,893.56,909.76,893.56,902.74,825.247125717114,217604,0.0,1.0
2023-08-29,877.02,894.1,876.29,893.58,816.873437089637,131135,0.0,1.0
2023-08-28,863.87,882.31,863.87,881.5,805.830406672614,137468,0.0,1.0
2023-08-25,861.39,870.62,858.45,864.77,790.536540871556,144377,0.0,1.0
2023-08-24,862.26,871.94,850.96,859.0,785.261848362763,238169,0.0,1.0
2023-08-23,858.5,870.18,855.83,865.61,791.304433715124,125712,0.0,1.0
2023-08-22,858.15,861.355,852.95,855.24,781.82461372965,124759,0.0,1.0
2023-08-21,857.67,861.2532,848.19,852.31,779.146130358634,247646,0.0,1.0
2023-08-18,837.3,860.35,834.05,857.13,783.552372627678,282433,0.0,1.0
2023-08-17,861.17,862.1,841.875,843.77,771.339219782362,196274,0.0,1.0
2023-08-16,861.42,866.71,854.91,855.64,782.190276988492,155447,0.0,1.0
2023-08-15,865.0,865.03,848.95,860.55,786.678793490775,211491,0.0,1.0
2023-08-14,873.54,876.35,862.82,865.01,790.755938826861,416354,0.0,1.0
2023-08-11,880.0,882.53,865.23,873.28,798.316026703416,146474,0.0,1.0
2023-08-10,870.4,880.84,870.0,877.77,802.420596783915,256578,0.0,1.0
2023-08-09,890.53,890.53,861.36,869.9,795.226172166202,382113,0.0,1.0
