,TDG_Open,TDG_High,TDG_Low,TDG_Close,TDG_Adj Close,TDG_Volume,TDG_Dividend Amount,TDG_Split Coefficient
2021-03-05,578.61,598.17,562.75,596.93,530.710328061332,424445,0.0,1.0
2021-03-04,587.23,592.7,564.46,572.27,508.785953863365,365515,0.0,1.0
2021-03-03,594.91,604.15,589.49,590.11,524.646896105528,208389,0.0,1.0
2021-03-02,596.39,600.9785,591.83,596.75,530.55029613288,193042,0.0,1.0
2021-03-01,588.06,604.45,588.06,596.87,530.656984085182,190736,0.0,1.0
2021-02-26,582.37,583.305,571.7,576.67,512.697845447755,213869,0.0,1.0
2021-02-25,605.86,605.86,573.96,576.65,512.680064122372,322458,0.0,1.0
2021-02-24,606.23,625.05,605.05,609.15,541.574717870706,325887,0.0,1.0
2021-02-23,592.46,606.67,581.97,604.3,537.262746465185,310148,0.0,1.0
2021-02-22,595.39,599.78,589.02,590.13,524.664677430912,260061,0.0,1.0
2021-02-19,579.36,600.71,578.765,600.5,533.884294642303,254978,0.0,1.0
2021-02-18,564.0,578.81,561.63,576.54,512.582266832762,215300,0.0,1.0
2021-02-17,569.38,574.56,563.83,570.37,507.096727951924,183510,0.0,1.0
2021-02-16,578.91,581.305,570.61,572.55,509.034892418735,230473,0.0,1.0
2021-02-12,571.43,585.27,568.88,576.49,512.537813519303,256922,0.0,1.0
2021-02-11,578.06,586.32,572.91,575.02,511.230886103609,289972,0.0,1.0
2021-02-10,593.74,597.64,572.76,579.72,515.409497568753,336740,0.0,1.0
2021-02-09,597.9,611.555,586.48,596.64,530.45249884327,285985,0.0,1.0
2021-02-08,606.87,610.0,597.06,600.17,533.590902773474,357549,0.0,1.0
2021-02-05,616.82,617.4499,601.74,605.0,537.885092853611,294883,0.0,1.0
2021-02-04,603.54,610.6,600.06,610.0,542.330424199509,350238,0.0,1.0
2021-02-03,585.75,601.06,585.75,599.31,532.826305781979,422784,0.0,1.0
2021-02-02,579.45,595.765,577.13,589.4,524.01565905441,416454,0.0,1.0
2021-02-01,559.46,573.09,555.5,570.31,507.043383975773,347712,0.0,1.0
2021-01-29,555.14,560.8,537.84,553.28,491.902585411646,460557,0.0,1.0
2021-01-28,527.44,560.22,525.39,555.73,494.080797771136,451555,0.0,1.0
2021-01-27,532.9,546.66,517.37,518.59,461.060876533809,551950,0.0,1.0
2021-01-26,563.63,568.89,543.49,544.22,483.84764501288,263688,0.0,1.0
2021-01-25,573.64,573.64,555.91,560.11,497.974908030142,686483,0.0,1.0
2021-01-22,571.89,578.775,569.79,576.4,512.457797555077,179504,0.0,1.0
2021-01-21,574.28,577.41,566.73,573.98,510.306257183662,213336,0.0,1.0
2021-01-20,573.41,585.15,571.774,577.49,513.426879788482,262702,0.0,1.0
2021-01-19,594.27,594.51,572.365,573.41,509.79948941023,343336,0.0,1.0
2021-01-15,605.56,605.56,584.5,584.99,520.094876807329,212751,0.0,1.0
2021-01-14,610.21,616.815,604.03,606.07,538.836393761633,243802,0.0,1.0
2021-01-13,616.15,617.1,604.37,611.01,543.22838113138,160204,0.0,1.0
2021-01-12,612.0,619.76,612.0,617.91,549.362938388719,128061,0.0,1.0
2021-01-11,607.18,614.71,607.18,612.92,544.926497705513,161848,0.0,1.0
2021-01-08,604.13,614.73,604.13,613.26,545.228780237034,201881,0.0,1.0
2021-01-07,604.72,618.74,599.9,605.18,538.045124782063,214345,0.0,1.0
2021-01-06,600.9,613.45,595.66,598.9,532.461788611616,198186,0.0,1.0
2021-01-05,592.87,609.46,590.17,599.22,532.746289817753,172279,0.0,1.0
2021-01-04,611.94,616.34,580.2156,587.67,522.47757440873,388449,0.0,1.0
2020-12-31,615.0,622.57,613.01,618.85,550.198660681747,180344,0.0,1.0
2020-12-30,607.3,618.91,607.3,616.14,547.789291092271,296673,0.0,1.0
2020-12-29,614.0,614.0,601.58,607.83,540.401150395389,95884,0.0,1.0
2020-12-28,608.86,612.53,606.06,609.86,542.205954921823,103205,0.0,1.0
2020-12-24,609.07,610.7469,602.4,606.71,539.405396173908,47705,0.0,1.0
2020-12-23,598.8,616.49,598.8,611.9,544.01965011095,167869,0.0,1.0
2020-12-22,599.18,603.545,595.74,596.23,530.087981672907,187864,0.0,1.0
2020-12-21,591.52,602.485,586.67,600.71,534.070998558831,318007,0.0,1.0
2020-12-18,598.33,611.01,594.79,608.33,540.845683529979,564538,0.0,1.0
2020-12-17,604.75,606.59,594.99,598.35,531.972802163567,289402,0.0,1.0
2020-12-16,613.74,615.8325,601.2,603.53,536.578165437917,259235,0.0,1.0
2020-12-15,599.49,618.64,595.86,613.74,545.65553204624,358515,0.0,1.0
2020-12-14,607.3,607.3,595.43,595.82,529.723464502543,294137,0.0,1.0
2020-12-11,593.83,609.17,593.83,601.79,535.031190129545,270326,0.0,1.0
2020-12-10,589.16,605.97,589.16,601.01,534.337718439585,239903,0.0,1.0
2020-12-09,603.37,603.86,587.01,595.5,529.438963296406,232344,0.0,1.0
2020-12-08,596.11,609.98,595.31,602.1,535.30680067299,214833,0.0,1.0
2020-12-07,603.55,605.45,594.36,601.01,534.337718439585,216129,0.0,1.0
2020-12-04,601.0,613.26,601.0,605.67,538.480767253961,215063,0.0,1.0
2020-12-03,597.94,613.745,595.49,598.64,532.230631381629,392304,0.0,1.0
2020-12-02,590.19,599.95,585.801,594.84,528.852179558747,317212,0.0,1.0
2020-12-01,587.84,599.19,583.49,593.6,527.749737384965,298628,0.0,1.0
2020-11-30,591.0,595.36,575.465,579.19,514.938292446088,286267,0.0,1.0
2020-11-27,608.86,608.86,590.0825,591.54,525.918260870455,123910,0.0,1.0
2020-11-25,610.86,610.86,600.0,603.85,536.862666644055,274602,0.0,1.0
2020-11-24,605.26,619.32,600.26,615.41,547.14027271577,416091,0.0,1.0
2020-11-23,581.57,599.5,579.995,594.94,528.941086185665,250603,0.0,1.0
2020-11-20,590.51,596.13,571.4074,574.13,510.439617124039,374351,0.0,1.0
2020-11-19,584.03,592.37,576.6,590.65,525.126991890885,303161,0.0,1.0
2020-11-18,589.9,600.05,582.1,587.87,522.655387662566,526785,0.0,1.0
2020-11-17,567.87,584.55,565.1,577.97,513.853631597689,376036,0.0,1.0
2020-11-16,588.34,589.57,572.11,573.96,510.288475858279,439578,0.0,1.0
2020-11-13,558.74,568.69,555.51,566.78,503.90498004557,331420,0.0,1.0
2020-11-12,545.0,569.3457,533.75,556.53,494.79205078648,546360,0.0,1.0
2020-11-11,577.35,577.61,553.485,560.81,498.597254418568,455304,0.0,1.0
2020-11-10,574.61,579.79,564.51,574.38,510.661883691334,581091,0.0,1.0
2020-11-09,574.46,611.66,568.1596,568.32,505.274142100106,1109546,0.0,1.0
2020-11-06,519.29,523.85,515.355,520.46,462.723430457174,190397,0.0,1.0
2020-11-05,512.72,521.6531,512.72,519.29,461.683222922234,217804,0.0,1.0
2020-11-04,510.37,519.3,503.34,512.05,455.246383133374,256171,0.0,1.0
2020-11-03,504.64,512.45,502.8,508.56,452.143541853938,284691,0.0,1.0
2020-11-02,482.36,495.56,479.105,494.43,439.581035470431,363751,0.0,1.0
2020-10-30,473.96,482.28,467.66,477.41,424.449127568996,363208,0.0,1.0
2020-10-29,456.29,478.0,456.25,476.54,423.67563991481,423607,0.0,1.0
2020-10-28,456.81,465.84,453.76,458.14,407.316820561906,804755,0.0,1.0
2020-10-27,482.81,484.81,463.62,464.02,412.544530224682,600199,0.0,1.0
2020-10-26,496.25,497.1916,481.0,483.2,429.596821267545,414956,0.0,1.0
2020-10-23,497.84,503.89,492.66,501.97,446.284595140045,302874,0.0,1.0
2020-10-22,484.49,495.93,484.49,493.07,438.371905344347,220276,0.0,1.0
2020-10-21,491.8,493.71,480.59,482.91,429.338992049483,307669,0.0,1.0
2020-10-20,490.0,498.96,488.99,493.39,438.656406550485,400247,0.0,1.0
2020-10-19,492.33,501.71,482.8701,484.16,430.450324885958,318625,0.0,1.0
2020-10-16,495.95,497.94,487.98,491.99,437.411713773633,474265,0.0,1.0
2020-10-15,479.88,494.75,477.02,491.32,436.816039373283,288365,0.0,1.0
2020-10-14,474.53,489.55,474.53,483.73,430.06802639021,426492,0.0,1.0
2020-10-13,480.03,482.87,469.34,473.39,420.875081166894,380251,0.0,1.0
2020-10-12,486.78,488.7,482.45,486.0,432.086206821248,283546,0.0,1.0
2020-10-09,493.91,494.33,484.21,485.0,431.197140552068,198360,0.0,1.0
2020-10-08,492.09,494.01,483.195,490.97,436.50486617907,265040,0.0,1.0
2020-10-07,488.81,496.61,487.5,488.5,434.308872494197,336511,0.0,1.0
2020-10-06,493.06,503.005,480.41,480.54,427.231904991528,437915,0.0,1.0
2020-10-05,490.0,494.65,486.49,487.0,432.975273090427,368528,0.0,1.0
2020-10-02,468.56,489.06,468.56,485.58,431.712798988192,445364,0.0,1.0
2020-10-01,481.53,492.47,475.165,481.34,427.943158006871,579939,0.0,1.0
2020-09-30,489.0,494.8,471.22,475.12,422.413165812575,694011,0.0,1.0
2020-09-29,501.28,501.28,488.5,489.08,434.824530930321,584975,0.0,1.0
2020-09-28,502.34,511.44,498.36,498.6,443.28844181291,399744,0.0,1.0
2020-09-25,475.07,497.091,475.07,494.78,439.892208664644,266579,0.0,1.0
2020-09-24,476.98,487.55,467.91,479.6,426.396182698499,271821,0.0,1.0
2020-09-23,500.85,505.74,479.08,479.28,426.111681492361,338813,0.0,1.0
2020-09-22,490.58,502.64,490.58,502.03,446.337939116196,361660,0.0,1.0
2020-09-21,493.9,494.99,474.835,487.81,433.695416768463,656362,0.0,1.0
2020-09-18,514.22,521.66,505.28,505.5,449.422999070249,1291008,0.0,1.0
2020-09-17,525.13,529.2,514.41,519.01,461.434284366864,500671,0.0,1.0
2020-09-16,508.11,526.23,504.46,518.89,461.327596414562,568167,0.0,1.0
2020-09-15,507.0,511.93,504.34,507.3,451.023318354772,294049,0.0,1.0
2020-09-14,511.61,513.05,502.0,507.3,451.023318354772,489507,0.0,1.0
2020-09-11,499.61,508.49,493.03,505.75,449.645265637543,230575,0.0,1.0
2020-09-10,500.21,510.26,497.44,499.47,444.061929467096,337107,0.0,1.0
2020-09-09,502.95,505.22,489.73,500.93,445.359966220098,341961,0.0,1.0
2020-09-08,504.39,513.225,493.24,501.93,446.249032489278,635717,0.0,1.0
2020-09-04,499.41,506.99,487.8,503.32,447.484834603437,380822,0.0,1.0
2020-09-03,507.19,508.94,489.37,493.82,439.038705046232,356328,0.0,1.0
2020-09-02,503.06,507.15,496.17,505.15,449.111825876036,269127,0.0,1.0
2020-09-01,496.17,505.22,495.54,503.78,447.89380508726,295514,0.0,1.0
2020-08-31,506.0,507.5799,494.45,499.67,444.239742720932,306948,0.0,1.0
2020-08-28,500.59,507.89,498.65,506.77,450.552113232107,394545,0.0,1.0
2020-08-27,488.56,502.46,488.0371,498.32,443.03950325754,428460,0.0,1.0
2020-08-26,483.9,489.46,481.48,484.89,431.099343262459,248365,0.0,1.0
2020-08-25,490.91,493.64,483.46,486.05,432.130660134707,315421,0.0,1.0
2020-08-24,481.16,490.99,481.16,488.5,434.308872494197,572883,0.0,1.0
2020-08-21,481.69,485.17,477.86,479.28,426.111681492361,426050,0.0,1.0
2020-08-20,478.38,486.64,476.18,482.83,429.267866747949,255215,0.0,1.0
2020-08-19,486.31,489.62,482.0,482.81,429.250085422565,553814,0.0,1.0
2020-08-18,488.02,490.17,482.2,483.0,429.419008013709,528210,0.0,1.0
2020-08-17,500.0,500.0,489.31,489.97,435.615799909891,413070,0.0,1.0
2020-08-14,491.17,499.7,491.17,498.79,443.457364404054,360466,0.0,1.0
2020-08-13,492.49,499.145,492.49,495.15,440.22116318424,430836,0.0,1.0
2020-08-12,499.65,500.0,492.72,498.49,443.1906445233,532366,0.0,1.0
2020-08-11,494.17,506.075,489.83,490.23,435.846957139877,784514,0.0,1.0
2020-08-10,477.87,489.37,477.34,482.57,429.036709517962,582340,0.0,1.0
2020-08-07,480.09,480.09,470.0,475.39,422.653213705253,460500,0.0,1.0
2020-08-06,466.1,475.47,466.01,472.07,419.701513691577,244373,0.0,1.0
2020-08-05,452.12,474.14,450.165,471.61,419.292543207755,492389,0.0,1.0
2020-08-04,435.72,453.95,434.57,448.74,398.959597631619,723697,0.0,1.0
2020-08-03,430.01,437.765,421.47,436.01,387.641784024964,348702,0.0,1.0
2020-07-31,430.27,433.35,422.51,431.58,383.703220452498,328262,0.0,1.0
2020-07-30,427.95,438.83,426.755,433.34,385.267977086254,284605,0.0,1.0
2020-07-29,428.06,435.925,425.5,433.37,385.29464907433,322521,0.0,1.0
2020-07-28,425.0,433.36,424.47,426.95,379.586843626197,355730,0.0,1.0
2020-07-27,425.0,430.22,418.02,424.18,377.12413006057,185333,0.0,1.0
2020-07-24,438.94,438.94,423.85,425.56,378.351041512038,348606,0.0,1.0
2020-07-23,442.46,444.82,434.81,437.47,388.939820777966,304939,0.0,1.0
2020-07-22,436.07,450.0,436.07,445.57,396.14125755832,268986,0.0,1.0
2020-07-21,437.48,448.0,437.43,440.88,391.971536755868,231812,0.0,1.0
2020-07-20,431.34,436.97,426.5,430.85,383.054202075997,545304,0.0,1.0
2020-07-17,432.19,435.0,425.94,432.87,384.85011593974,256267,0.0,1.0
2020-07-16,429.77,436.95,425.78,431.47,383.605423162889,359919,0.0,1.0
2020-07-15,430.09,439.24,430.03,434.21,386.04146474044,550565,0.0,1.0
2020-07-14,410.77,422.96,408.53,422.66,375.772749331417,399180,0.0,1.0
2020-07-13,426.57,432.64,412.29,414.37,368.402389959919,414068,0.0,1.0
2020-07-10,412.85,421.68,406.67,420.88,374.190211372277,413437,0.0,1.0
2020-07-09,422.67,425.64,405.01,410.98,365.3884553074,458992,0.0,1.0
2020-07-08,420.89,427.95,418.1,426.9,379.542390312738,617196,0.0,1.0
2020-07-07,432.42,433.05,418.46,419.49,372.954409258118,478342,0.0,1.0
2020-07-06,450.85,451.19,430.09,435.48,387.170578902298,627810,0.0,1.0
2020-07-02,450.16,456.35,441.82,442.33,393.260682846178,425625,0.0,1.0
2020-07-01,441.82,453.38,435.48,439.59,390.824641268626,382187,0.0,1.0
2020-06-30,438.63,446.17,431.05,442.05,393.011744290808,413103,0.0,1.0
2020-06-29,431.4,443.76,420.76,443.76,394.532047611105,643217,0.0,1.0
2020-06-26,436.01,437.0,416.22,421.09,374.376915288805,1017462,0.0,1.0
2020-06-25,428.01,439.75,424.28,436.0,387.632893362272,574481,0.0,1.0
2020-06-24,452.65,453.51,430.98,433.9,385.765854196995,762696,0.0,1.0
2020-06-23,464.0,467.07,453.2,458.21,407.379055200749,760068,0.0,1.0
2020-06-22,456.36,468.84,452.38,464.73,413.175767275799,357192,0.0,1.0
2020-06-19,476.71,477.57,460.2,463.0,411.637682630119,958758,0.0,1.0
2020-06-18,453.44,467.67,449.31,465.75,414.082614870363,328064,0.0,1.0
2020-06-17,467.83,468.22,456.27,459.69,408.694873279135,269368,0.0,1.0
2020-06-16,479.41,482.11,450.78,465.2,413.593628422314,595901,0.0,1.0
2020-06-15,423.86,462.43,422.25,459.74,408.739326592594,430431,0.0,1.0
2020-06-12,448.07,455.16,422.24,447.39,397.759358168227,456152,0.0,1.0
2020-06-11,436.11,446.32,413.13,420.56,373.90571016614,924372,0.0,1.0
2020-06-10,475.0,477.12,454.35,461.08,409.930675393294,900027,0.0,1.0
2020-06-09,479.13,489.96,467.76,479.2,426.040556190827,555355,0.0,1.0
2020-06-08,513.0,513.0,489.61,494.94,440.034459267713,634787,0.0,1.0
2020-06-05,520.0,537.56,486.04,490.78,436.335943587926,995243,0.0,1.0
2020-06-04,468.21,489.05,467.51,481.73,428.289893851851,803567,0.0,1.0
2020-06-03,442.29,475.87,440.78,469.9,417.772239887458,1041820,0.0,1.0
2020-06-02,442.22,445.46,427.06,432.44,384.467817443993,1022009,0.0,1.0
2020-06-01,423.77,442.2,423.77,438.79,390.113388253283,596608,0.0,1.0
2020-05-29,423.19,437.96,421.84,424.82,377.693132472845,1136442,0.0,1.0
2020-05-28,443.44,446.15,429.07,431.13,383.303140631367,1100978,0.0,1.0
2020-05-27,415.85,436.56,410.21,435.38,387.08167227538,1227292,0.0,1.0
2020-05-26,409.38,410.46,393.15,403.06,358.347050455498,1024570,0.0,1.0
2020-05-22,378.16,382.06,368.5,380.8,338.556435303562,571962,0.0,1.0
2020-05-21,366.61,390.64,366.61,375.35,333.711024136534,616127,0.0,1.0
2020-05-20,367.82,377.23,361.4,365.33,324.802580119355,445479,0.0,1.0
2020-05-19,368.83,376.61,359.17,361.2,321.130736427643,783870,0.0,1.0
2020-05-18,345.36,374.99,344.64,370.52,329.416834056397,806672,0.0,1.0
2020-05-15,324.1,332.63,318.1,325.0,288.946537483345,411284,0.0,1.0
2020-05-14,315.87,332.93,303.51,330.44,293.783057987681,653486,0.0,1.0
2020-05-13,327.27,332.76,309.76,320.05,284.545659450906,1005247,0.0,1.0
2020-05-12,348.6,354.34,329.15,329.51,292.956226357344,665150,0.0,1.0
2020-05-11,346.91,355.0,335.81,348.96,310.248565292886,707602,0.0,1.0
2020-05-08,332.55,353.34,330.01,352.61,313.493657175391,456795,0.0,1.0
2020-05-07,323.73,334.93,322.36,324.55,288.546457662214,612919,0.0,1.0
2020-05-06,329.17,334.0,318.52,319.47,284.030001014782,584214,0.0,1.0
2020-05-05,351.39,359.43,312.2,324.59,288.582020312981,1024662,0.0,1.0
2020-05-04,332.01,342.63,320.18,342.43,304.442962555144,1085739,0.0,1.0
2020-05-01,355.52,355.52,335.51,349.45,310.684207764784,959925,0.0,1.0
2020-04-30,362.23,366.5,344.7,363.08,322.802181013701,1197668,0.0,1.0
2020-04-29,351.89,379.0,346.5,371.18,330.003617794055,816537,0.0,1.0
2020-04-28,329.02,340.23,317.03,336.65,299.304159519286,708194,0.0,1.0
2020-04-27,307.87,321.9,299.62,317.45,282.234087151039,791697,0.0,1.0
2020-04-24,313.46,314.67,304.44,304.92,271.09408679822,776407,0.0,1.0
2020-04-23,309.77,324.34,305.67,314.28,279.41574707774,535308,0.0,1.0
2020-04-22,315.65,317.62,301.21,304.26,270.507303060561,481201,0.0,1.0
2020-04-21,303.95,311.42,301.21,307.75,273.610144339998,467503,0.0,1.0
2020-04-20,335.0,335.5,313.35,316.4,281.300567568401,527435,0.0,1.0
2020-04-17,330.99,348.9,328.31,337.4,299.970959221171,965420,0.0,1.0
2020-04-16,315.77,317.9,296.41,300.9,267.520040396118,680615,0.0,1.0
2020-04-15,308.1,321.48,303.87,316.94,281.780663353758,612116,0.0,1.0
2020-04-14,325.01,338.56,315.43,318.16,282.865324202157,1014148,0.0,1.0
2020-04-13,340.54,341.53,310.04,313.6,278.811182014698,554235,0.0,1.0
2020-04-09,340.41,373.46,335.22,344.54,306.318892383113,1224013,0.0,1.0
2020-04-08,296.9,333.08,292.5,328.25,291.836002858178,1186550,0.0,1.0
2020-04-07,314.6,318.0,282.19,286.43,254.655251481091,1201046,0.0,1.0
2020-04-06,295.71,301.52,284.36,288.93,256.877917154039,1327480,0.0,1.0
2020-04-03,282.67,282.67,261.01,270.31,240.323503221917,1095253,0.0,1.0
2020-04-02,270.01,293.86,260.0,284.47,252.912681593499,1308161,0.0,1.0
2020-04-01,302.58,304.18,269.08,272.54,242.306121002187,1325552,0.0,1.0
2020-03-31,339.87,347.05,318.78,320.19,284.670128728591,1051926,0.0,1.0
2020-03-30,363.02,367.5,330.64,342.75,304.727463761281,979588,0.0,1.0
2020-03-27,388.15,388.87,358.13,363.01,322.739946374858,714540,0.0,1.0
2020-03-26,361.3,408.76,356.07,402.09,357.484656174394,1079590,0.0,1.0
2020-03-25,344.91,368.98,331.46,350.09,311.253210177059,1099571,0.0,1.0
2020-03-24,323.6,345.62,312.0,325.68,289.551102546387,980312,0.0,1.0
2020-03-23,301.08,319.52,280.82,301.53,268.080152145701,1265482,0.0,1.0
2020-03-20,313.48,337.28,301.08,302.51,268.951437089497,2093846,0.0,1.0
2020-03-19,242.1,312.78,241.21,305.77,271.849793127023,1744896,0.0,1.0
2020-03-18,276.45,283.37,200.06,245.79,218.523598301635,3569021,0.0,1.0
2020-03-17,342.93,343.34,295.95,315.01,280.064765454241,1805203,0.0,1.0
2020-03-16,331.91,361.63,329.01,338.44,300.895588141118,1911731,0.0,1.0
2020-03-13,436.22,441.39,397.87,414.72,368.713563154132,1382004,0.0,1.0
2020-03-12,420.18,428.63,390.02,407.01,361.858862218757,1704228,0.0,1.0
2020-03-11,474.97,484.98,451.33,462.17,410.8997576267,1193374,0.0,1.0
2020-03-10,468.51,496.99,467.02,495.64,440.656805656138,943833,0.0,1.0
2020-03-09,461.45,473.59,440.82,452.01,401.866844331836,1241262,0.0,1.0
2020-03-06,518.48,522.03,494.72,503.11,447.29813068691,1247570,0.0,1.0
2020-03-05,563.64,564.51,525.04,536.37,476.86847479982,945853,0.0,1.0
2020-03-04,565.4,577.96,556.23,577.44,513.382426475023,472880,0.0,1.0
2020-03-03,565.86,586.49,551.5,557.07,495.272146571837,423465,0.0,1.0
2020-03-02,559.7,571.4,546.36,568.46,505.398611377791,527909,0.0,1.0
2020-02-28,530.67,558.56,516.42,557.81,495.930055611029,911870,0.0,1.0
2020-02-27,553.56,566.94,548.13,549.47,488.515242926072,670400,0.0,1.0
2020-02-26,574.0,585.58,563.75,564.63,501.993487566834,456447,0.0,1.0
2020-02-25,605.12,607.33,568.29,572.21,508.732609887215,615643,0.0,1.0
2020-02-24,618.03,619.69,599.32,601.45,534.728907598024,613303,0.0,1.0
2020-02-21,631.78,635.0,625.0,629.9,560.022842956181,309552,0.0,1.0
2020-02-20,640.11,644.83,625.71,634.32,563.952515865955,443997,0.0,1.0
2020-02-19,644.27,649.41,639.55,641.26,570.122635774061,257935,0.0,1.0
2020-02-18,643.07,648.75,639.9,641.46,570.300449027896,230365,0.0,1.0
2020-02-14,655.9,657.82,644.94,646.75,575.003609591856,507165,0.0,1.0
2020-02-13,649.57,660.02,649.57,655.67,582.934080712937,235060,0.0,1.0
2020-02-12,650.11,651.59,638.99,650.23,578.097560208601,286270,0.0,1.0
2020-02-11,646.63,656.59,644.16,650.05,577.937528280149,402981,0.0,1.0
2020-02-10,634.54,643.86,632.05,643.27,571.909658975111,445403,0.0,1.0
2020-02-07,633.26,638.43,629.21,634.54,564.148110445174,325154,0.0,1.0
2020-02-06,626.2,635.26,618.03,633.78,563.472420080598,392574,0.0,1.0
2020-02-05,642.88,646.535,620.58,626.18,556.715516434833,550270,0.0,1.0
2020-02-04,665.0,673.51,633.71,641.27,570.131526436752,632907,0.0,1.0
2020-02-03,646.49,658.85,646.17,652.28,579.920146060419,396341,0.0,1.0
2020-01-31,649.78,653.1,638.56,643.28,571.918549637803,360871,0.0,1.0
2020-01-30,647.06,655.295,645.86,653.88,581.342652091106,242345,0.0,1.0
2020-01-29,663.25,664.54,653.86,654.18,581.60937197186,276207,0.0,1.0
2020-01-28,653.94,660.35,646.01,657.86,584.881135842441,267753,0.0,1.0
2020-01-27,643.94,652.33,638.59,650.51,578.346498763971,320916,0.0,1.0
2020-01-24,660.99,667.29,653.5,656.73,583.876490958268,393386,0.0,1.0
2020-01-23,650.95,662.85,647.01,657.93,584.943370481283,462399,0.0,1.0
2020-01-22,646.95,649.88,642.15,644.02,572.576458676996,422958,0.0,1.0
2020-01-21,633.66,644.83,633.61,643.8,572.380864097776,382514,0.0,1.0
2020-01-17,635.64,638.95,631.03,636.66,566.032930935835,379826,0.0,1.0
2020-01-16,622.85,634.57,619.59,633.33,563.072340259467,356054,0.0,1.0
2020-01-15,625.48,625.48,614.16,619.66,550.918804359783,439812,0.0,1.0
2020-01-14,602.89,611.07,602.29,609.0,541.441357930329,534192,0.0,1.0
2020-01-13,596.42,606.1,595.53,604.57,537.502794357864,199453,0.0,1.0
2020-01-10,595.74,600.94,593.04,595.47,529.41229130833,256573,0.0,1.0
2020-01-09,590.43,595.85,586.01,595.41,529.358947332179,316543,0.0,1.0
2020-01-08,590.92,590.92,583.72,585.63,520.663879219604,409094,0.0,1.0
2020-01-07,583.37,589.34,580.75,587.0,521.88190000838,255128,0.0,1.0
2020-01-06,576.99,585.43,574.71,584.8,519.925954216185,377673,0.0,1.0
2020-01-03,561.34,578.41,561.34,577.84,513.738052982695,278017,0.0,1.0
2020-01-02,560.8,567.44,559.1,567.44,504.491763783228,311688,0.0,1.0
2019-12-31,561.47,564.51,558.34,560.0,497.877110740533,202779,0.0,1.0
2019-12-30,564.38,566.37,557.81,562.01,499.664133941583,196703,0.0,1.0
2019-12-27,568.0,570.03,560.66,563.98,501.415594491867,221275,32.5,1.0
2019-12-26,593.61,597.94,592.56,597.78,502.508406108081,258760,0.0,1.0
2019-12-24,596.26,597.33,592.26,592.63,498.179190859233,99076,0.0,1.0
2019-12-23,592.19,596.99,590.7,593.03,498.515440587299,375771,0.0,1.0
2019-12-20,590.16,594.95,583.11,591.29,497.052754270212,717410,0.0,1.0
2019-12-19,568.76,576.09,566.31,574.96,483.325359121922,315155,0.0,1.0
2019-12-18,570.44,570.44,557.26,567.44,477.003864234283,343684,0.0,1.0
