,PAY_Open,PAY_High,PAY_Low,PAY_Close,PAY_Adj Close,PAY_Volume,PAY_Dividend Amount,PAY_Split Coefficient
2022-07-05,13.47,14.31,13.21,14.16,14.16,57243,0.0,1.0
2022-07-01,13.43,13.9377,13.35,13.66,13.66,51882,0.0,1.0
2022-06-30,13.27,14.69,12.8,13.37,13.37,270551,0.0,1.0
2022-06-29,13.71,13.74,13.075,13.38,13.38,98498,0.0,1.0
2022-06-28,14.31,14.4,13.7406,13.81,13.81,46239,0.0,1.0
2022-06-27,14.42,14.74,13.9,14.22,14.22,150605,0.0,1.0
2022-06-24,14.41,14.71,14.25,14.25,14.25,113955,0.0,1.0
2022-06-23,13.55,14.24,13.42,14.21,14.21,74055,0.0,1.0
2022-06-22,13.5,13.94,13.36,13.49,13.49,83014,0.0,1.0
2022-06-21,13.31,13.98,13.31,13.78,13.78,110887,0.0,1.0
2022-06-17,12.98,13.685,12.91,13.14,13.14,291743,0.0,1.0
2022-06-16,12.95,13.28,12.48,12.77,12.77,138784,0.0,1.0
2022-06-15,13.07,13.65,12.855,13.29,13.29,118625,0.0,1.0
2022-06-14,12.61,13.385,12.2,12.74,12.74,201106,0.0,1.0
2022-06-13,13.03,13.48,12.31,12.54,12.54,269015,0.0,1.0
2022-06-10,14.28,14.5,13.47,13.51,13.51,112209,0.0,1.0
2022-06-09,14.87,15.03,14.44,14.68,14.68,116309,0.0,1.0
2022-06-08,14.82,15.25,14.76,15.05,15.05,77865,0.0,1.0
2022-06-07,14.68,15.03,14.4824,14.88,14.88,158605,0.0,1.0
2022-06-06,15.68,15.82,14.76,14.9,14.9,164824,0.0,1.0
2022-06-03,15.62,15.665,14.9197,15.44,15.44,171921,0.0,1.0
2022-06-02,15.13,16.12,15.0,15.79,15.79,133546,0.0,1.0
2022-06-01,15.32,15.59,15.16,15.28,15.28,168200,0.0,1.0
2022-05-31,15.73,15.73,15.18,15.19,15.19,201802,0.0,1.0
2022-05-27,14.89,15.74,14.79,15.57,15.57,297428,0.0,1.0
2022-05-26,14.25,15.0799,14.14,14.77,14.77,107279,0.0,1.0
2022-05-25,13.57,14.4,13.53,14.26,14.26,93807,0.0,1.0
2022-05-24,14.57,14.57,13.25,13.61,13.61,241031,0.0,1.0
2022-05-23,15.02,15.45,14.35,14.85,14.85,95330,0.0,1.0
2022-05-20,15.14,15.2,14.1894,15.03,15.03,124297,0.0,1.0
2022-05-19,14.7,15.67,14.7,14.96,14.96,263377,0.0,1.0
2022-05-18,14.64,15.385,14.62,14.81,14.81,410500,0.0,1.0
2022-05-17,14.19,15.0,13.945,14.95,14.95,274462,0.0,1.0
2022-05-16,13.65,14.34,13.4892,13.76,13.76,400671,0.0,1.0
2022-05-13,13.23,13.97,13.0,13.73,13.73,309272,0.0,1.0
2022-05-12,11.73,12.91,11.57,12.77,12.77,217809,0.0,1.0
2022-05-11,12.5,12.969,11.88,12.01,12.01,152651,0.0,1.0
2022-05-10,14.43,14.43,12.54,12.77,12.77,298365,0.0,1.0
2022-05-09,13.65,14.62,13.5,14.12,14.12,253411,0.0,1.0
2022-05-06,14.66,14.81,13.88,14.21,14.21,299720,0.0,1.0
2022-05-05,17.7,17.7,14.48,14.66,14.66,496707,0.0,1.0
2022-05-04,16.88,17.52,16.09,17.21,17.21,527130,0.0,1.0
2022-05-03,16.71,17.01,15.96,16.73,16.73,276288,0.0,1.0
2022-05-02,16.36,16.86,16.06,16.7,16.7,171057,0.0,1.0
2022-04-29,17.15,17.68,16.56,16.56,16.56,208842,0.0,1.0
2022-04-28,17.15,17.56,16.5652,17.21,17.21,180005,0.0,1.0
2022-04-27,17.01,17.51,16.67,16.79,16.79,90553,0.0,1.0
2022-04-26,17.77,17.77,16.765,17.0,17.0,124578,0.0,1.0
2022-04-25,17.29,18.4,17.29,17.92,17.92,185559,0.0,1.0
2022-04-22,18.16,18.3,17.31,17.5,17.5,223470,0.0,1.0
2022-04-21,18.65,18.88,17.78,18.08,18.08,276791,0.0,1.0
2022-04-20,19.32,19.51,18.25,18.31,18.31,151690,0.0,1.0
2022-04-19,18.45,19.415,18.2807,19.2,19.2,933032,0.0,1.0
2022-04-18,18.55,18.77,18.09,18.42,18.42,122736,0.0,1.0
2022-04-14,19.48,19.61,18.575,18.62,18.62,81183,0.0,1.0
2022-04-13,18.83,19.99,18.65,19.32,19.32,127449,0.0,1.0
2022-04-12,20.1,20.14,18.75,18.8,18.8,95215,0.0,1.0
2022-04-11,19.72,20.07,19.46,19.65,19.65,171054,0.0,1.0
2022-04-08,19.83,20.1,19.53,20.0,20.0,219134,0.0,1.0
2022-04-07,20.57,20.86,19.42,20.01,20.01,266032,0.0,1.0
2022-04-06,20.23,20.85,19.84,20.36,20.36,244024,0.0,1.0
2022-04-05,22.29,22.45,20.65,20.7,20.7,221090,0.0,1.0
2022-04-04,21.01,21.81,20.87,21.35,21.35,290426,0.0,1.0
2022-04-01,21.32,21.4681,20.6,20.87,20.87,164048,0.0,1.0
2022-03-31,21.67,21.89,21.08,21.08,21.08,229396,0.0,1.0
2022-03-30,22.04,22.3,21.55,21.82,21.82,429140,0.0,1.0
2022-03-29,21.61,22.37,21.31,22.2,22.2,162933,0.0,1.0
2022-03-28,20.74,21.46,20.2,21.27,21.27,153464,0.0,1.0
2022-03-25,21.37,21.715,20.35,20.83,20.83,388067,0.0,1.0
2022-03-24,20.58,21.34,20.1358,21.31,21.31,231701,0.0,1.0
2022-03-23,20.42,21.2,20.02,20.39,20.39,195492,0.0,1.0
2022-03-22,19.57,20.56,19.21,20.42,20.42,1085787,0.0,1.0
2022-03-21,20.71,20.9,18.87,19.55,19.55,382400,0.0,1.0
2022-03-18,19.64,20.93,19.4,20.86,20.86,766561,0.0,1.0
2022-03-17,19.73,19.99,19.28,19.68,19.68,322188,0.0,1.0
2022-03-16,18.94,19.96,18.7636,19.91,19.91,289113,0.0,1.0
2022-03-15,18.12,18.8,17.85,18.61,18.61,275772,0.0,1.0
2022-03-14,19.6,20.1,17.57,17.75,17.75,403869,0.0,1.0
2022-03-11,20.93,21.21,19.7,19.7,19.7,421942,0.0,1.0
2022-03-10,21.15,21.43,20.4,20.6,20.6,726276,0.0,1.0
2022-03-09,21.58,22.5,21.33,21.61,21.61,210235,0.0,1.0
2022-03-08,20.67,21.39,19.9353,20.8,20.8,353336,0.0,1.0
2022-03-07,21.04,21.27,19.89,20.57,20.57,384905,0.0,1.0
2022-03-04,20.97,21.45,19.885,20.74,20.74,358729,0.0,1.0
2022-03-03,22.39,22.39,20.7,21.01,21.01,273928,0.0,1.0
2022-03-02,21.58,22.43,21.58,21.95,21.95,194803,0.0,1.0
2022-03-01,22.91,23.105,21.33,21.43,21.43,272489,0.0,1.0
2022-02-28,22.6,24.77,22.44,23.04,23.04,397746,0.0,1.0
2022-02-25,23.27,23.28,22.1173,22.91,22.91,342906,0.0,1.0
2022-02-24,20.02,23.92,19.89,23.25,23.25,520165,0.0,1.0
2022-02-23,21.19,21.75,20.381,21.21,21.21,612617,0.0,1.0
2022-02-22,21.07,21.77,19.75,21.0,21.0,738783,0.0,1.0
2022-02-18,23.86,24.319,20.51,21.21,21.21,1086999,0.0,1.0
2022-02-17,25.77,26.85,22.57,23.87,23.87,2084521,0.0,1.0
2022-02-16,29.47,30.69,28.53,30.31,30.31,366608,0.0,1.0
2022-02-15,30.15,30.29,28.91,29.83,29.83,162475,0.0,1.0
2022-02-14,28.97,30.86,28.97,29.48,29.48,532441,0.0,1.0
2022-02-11,29.73,30.3,27.94,28.97,28.97,369351,0.0,1.0
2022-02-10,30.0,31.29,29.251,29.71,29.71,223552,0.0,1.0
2022-02-09,30.34,31.0,29.83,30.75,30.75,228379,0.0,1.0
2022-02-08,29.38,30.08,29.1,30.0,30.0,189642,0.0,1.0
2022-02-07,29.53,30.72,29.17,29.69,29.69,285689,0.0,1.0
2022-02-04,27.5,30.39,27.1486,29.57,29.57,407592,0.0,1.0
2022-02-03,27.45,28.97,27.45,27.85,27.85,522225,0.0,1.0
2022-02-02,28.76,28.845,27.17,28.5,28.5,344849,0.0,1.0
2022-02-01,26.46,28.98,25.96,28.77,28.77,400421,0.0,1.0
2022-01-31,24.75,26.78,24.5,26.28,26.28,294952,0.0,1.0
2022-01-28,22.94,23.9,22.28,23.74,23.74,173032,0.0,1.0
2022-01-27,24.21,24.35,22.7,22.74,22.74,153234,0.0,1.0
2022-01-26,25.08,26.0,23.63,23.85,23.85,272515,0.0,1.0
2022-01-25,25.41,26.29,23.86,24.57,24.57,718739,0.0,1.0
2022-01-24,24.36,26.5,23.03,26.37,26.37,281189,0.0,1.0
2022-01-21,25.7,26.075,24.68,24.91,24.91,423840,0.0,1.0
2022-01-20,26.4,27.67,25.95,26.05,26.05,187246,0.0,1.0
2022-01-19,26.18,26.99,25.55,26.15,26.15,193068,0.0,1.0
2022-01-18,27.93,28.09,25.68,26.02,26.02,440644,0.0,1.0
2022-01-14,30.1,30.48,27.63,28.23,28.23,234972,0.0,1.0
2022-01-13,30.96,31.8,29.71,29.78,29.78,577383,0.0,1.0
2022-01-12,30.37,31.33,30.3,30.86,30.86,278867,0.0,1.0
2022-01-11,28.47,30.6,28.11,30.23,30.23,262222,0.0,1.0
2022-01-10,28.15,28.44,26.83,28.38,28.38,396355,0.0,1.0
2022-01-07,27.59,28.84,27.52,28.27,28.27,210371,0.0,1.0
2022-01-06,27.51,28.73,26.64,28.13,28.13,431005,0.0,1.0
2022-01-05,30.44,30.69,27.085,27.5,27.5,675771,0.0,1.0
2022-01-04,33.86,34.39,28.5901,30.67,30.67,600283,0.0,1.0
2022-01-03,35.0,35.0,33.03,34.03,34.03,391032,0.0,1.0
2021-12-31,35.14,36.79,34.775,34.98,34.98,412185,0.0,1.0
2021-12-30,33.24,35.28,33.24,35.0,35.0,316101,0.0,1.0
2021-12-29,32.63,33.99,32.16,33.36,33.36,258615,0.0,1.0
2021-12-28,31.4,33.21,31.4,32.71,32.71,274816,0.0,1.0
2021-12-27,31.56,32.33,31.15,31.43,31.43,198187,0.0,1.0
2021-12-23,30.56,31.58,30.35,31.55,31.55,432931,0.0,1.0
2021-12-22,28.5,30.77,28.5,30.68,30.68,212721,0.0,1.0
2021-12-21,27.01,29.115,26.9,28.59,28.59,336010,0.0,1.0
2021-12-20,27.63,27.63,26.58,26.84,26.84,248789,0.0,1.0
2021-12-17,27.34,28.66,26.76,27.89,27.89,505736,0.0,1.0
2021-12-16,28.16,28.31,26.83,27.39,27.39,373064,0.0,1.0
2021-12-15,28.0,28.08,27.11,27.84,27.84,357125,0.0,1.0
2021-12-14,27.17,28.4815,27.0,27.91,27.91,591238,0.0,1.0
2021-12-13,28.29,28.97,27.51,27.53,27.53,448122,0.0,1.0
2021-12-10,28.58,29.23,27.52,28.14,28.14,506507,0.0,1.0
2021-12-09,30.66,30.745,26.64,27.26,27.26,901024,0.0,1.0
2021-12-08,29.97,31.09,29.68,30.84,30.84,534622,0.0,1.0
2021-12-07,29.46,30.36,28.8273,29.66,29.66,298219,0.0,1.0
2021-12-06,26.96,29.02,26.685,28.86,28.86,216081,0.0,1.0
2021-12-03,27.61,27.77,26.535,27.28,27.28,236255,0.0,1.0
2021-12-02,28.59,29.48,27.25,27.63,27.63,237749,0.0,1.0
2021-12-01,29.73,30.74,27.475,28.46,28.46,530606,0.0,1.0
2021-11-30,28.54,29.97,27.96,29.56,29.56,489825,0.0,1.0
2021-11-29,28.55,29.14,27.25,28.71,28.71,194613,0.0,1.0
2021-11-26,28.09,29.69,27.8645,28.26,28.26,297973,0.0,1.0
2021-11-24,26.86,28.67,26.55,28.49,28.49,324325,0.0,1.0
2021-11-23,27.97,28.27,26.085,27.3,27.3,717959,0.0,1.0
2021-11-22,30.94,31.06,28.0,28.29,28.29,678437,0.0,1.0
2021-11-19,29.52,31.44,29.19,30.64,30.64,685955,0.0,1.0
2021-11-18,29.74,30.18,28.82,30.0,30.0,377890,0.0,1.0
2021-11-17,29.82,30.96,29.5,30.04,30.04,236801,0.0,1.0
2021-11-16,29.46,31.06,29.32,29.82,29.82,219168,0.0,1.0
2021-11-15,29.88,30.42,28.95,29.58,29.58,389593,0.0,1.0
2021-11-12,29.0,30.09,28.972,29.5,29.5,480015,0.0,1.0
2021-11-11,30.01,30.21,28.76,28.95,28.95,379752,0.0,1.0
2021-11-10,28.4,30.64,28.03,30.33,30.33,833818,0.0,1.0
2021-11-09,27.34,28.4741,26.99,27.84,27.84,393333,0.0,1.0
2021-11-08,27.41,27.74,26.7625,27.21,27.21,163123,0.0,1.0
2021-11-05,26.21,27.97,26.21,27.46,27.46,172403,0.0,1.0
2021-11-04,27.01,27.01,25.86,26.2,26.2,63355,0.0,1.0
2021-11-03,26.79,26.975,26.35,26.72,26.72,90954,0.0,1.0
2021-11-02,26.65,26.65,25.89,26.6,26.6,66184,0.0,1.0
2021-11-01,25.83,26.99,25.61,26.56,26.56,91984,0.0,1.0
2021-10-29,25.63,26.18,25.125,25.6,25.6,90948,0.0,1.0
2021-10-28,25.3,25.775,24.9897,25.53,25.53,62781,0.0,1.0
2021-10-27,27.0,27.0249,24.82,25.12,25.12,123037,0.0,1.0
2021-10-26,26.63,28.0,26.23,26.93,26.93,217676,0.0,1.0
2021-10-25,25.29,26.81,25.29,26.35,26.35,353872,0.0,1.0
2021-10-22,25.52,26.46,25.15,25.67,25.67,381715,0.0,1.0
2021-10-21,24.25,24.56,24.01,24.17,24.17,44576,0.0,1.0
2021-10-20,24.29,24.42,24.11,24.42,24.42,21448,0.0,1.0
2021-10-19,24.5,24.63,24.19,24.33,24.33,37640,0.0,1.0
2021-10-18,24.14,24.828,23.67,24.6,24.6,77828,0.0,1.0
2021-10-15,24.3,24.55,23.89,24.04,24.04,226648,0.0,1.0
2021-10-14,24.58,25.31,24.18,24.27,24.27,56684,0.0,1.0
2021-10-13,23.16,24.4297,23.15,24.32,24.32,63017,0.0,1.0
2021-10-12,23.21,23.97,22.92,23.13,23.13,61767,0.0,1.0
2021-10-11,23.35,23.71,22.955,23.27,23.27,52597,0.0,1.0
2021-10-08,23.64,24.24,23.305,23.44,23.44,43555,0.0,1.0
2021-10-07,23.86,24.48,23.5,23.59,23.59,52085,0.0,1.0
2021-10-06,22.93,23.59,22.56,23.53,23.53,92444,0.0,1.0
2021-10-05,24.05,24.66,22.78,23.17,23.17,139957,0.0,1.0
2021-10-04,24.49,24.655,23.71,23.86,23.86,213220,0.0,1.0
2021-10-01,24.23,25.11,23.855,24.63,24.63,200702,0.0,1.0
2021-09-30,24.3,24.77,23.625,24.64,24.64,83481,0.0,1.0
2021-09-29,25.5,25.515,23.945,24.35,24.35,252722,0.0,1.0
2021-09-28,25.0,25.95,24.19,25.43,25.43,283037,0.0,1.0
2021-09-27,24.56,25.655,24.405,25.1,25.1,170663,0.0,1.0
2021-09-24,24.13,24.975,23.7425,24.7,24.7,139586,0.0,1.0
2021-09-23,24.12,24.39,23.66,24.32,24.32,143897,0.0,1.0
2021-09-22,24.57,24.78,23.33,24.27,24.27,182770,0.0,1.0
2021-09-21,22.97,24.69,22.53,24.43,24.43,681812,0.0,1.0
2021-09-20,23.28,23.85,22.88,22.93,22.93,311329,0.0,1.0
2021-09-17,25.28,25.4,24.16,24.22,24.22,654580,0.0,1.0
2021-09-16,24.71,25.68,24.71,25.29,25.29,81601,0.0,1.0
2021-09-15,25.91,25.91,24.75,24.98,24.98,430553,0.0,1.0
2021-09-14,25.86,26.4332,25.21,25.64,25.64,149387,0.0,1.0
2021-09-13,25.88,26.945,25.62,25.77,25.77,117921,0.0,1.0
2021-09-10,24.37,25.92,23.74,25.75,25.75,404624,0.0,1.0
2021-09-09,24.14,24.595,24.0,24.17,24.17,270644,0.0,1.0
2021-09-08,26.21,26.397,24.17,24.33,24.33,234214,0.0,1.0
2021-09-07,27.02,27.163,25.96,26.15,26.15,124099,0.0,1.0
2021-09-03,26.73,27.45,26.3746,27.11,27.11,306701,0.0,1.0
2021-09-02,25.92,26.89,25.52,26.87,26.87,265114,0.0,1.0
2021-09-01,25.88,25.88,25.38,25.55,25.55,242932,0.0,1.0
2021-08-31,25.94,26.0,25.35,25.65,25.65,146276,0.0,1.0
2021-08-30,25.75,26.0725,25.27,25.7,25.7,443054,0.0,1.0
2021-08-27,25.76,26.9,25.54,25.69,25.69,321558,0.0,1.0
2021-08-26,25.99,26.12,25.2001,25.6,25.6,83126,0.0,1.0
2021-08-25,26.87,27.065,25.76,25.84,25.84,119843,0.0,1.0
2021-08-24,27.1,27.37,26.68,26.83,26.83,206012,0.0,1.0
2021-08-23,26.82,27.46,26.58,26.74,26.74,109218,0.0,1.0
2021-08-20,27.01,27.27,26.51,26.52,26.52,61820,0.0,1.0
2021-08-19,26.71,27.5,26.71,26.9,26.9,47194,0.0,1.0
2021-08-18,26.66,27.07,26.5,26.9,26.9,126153,0.0,1.0
2021-08-17,27.27,27.5256,26.75,26.81,26.81,131947,0.0,1.0
2021-08-16,27.55,27.98,26.67,27.65,27.65,188149,0.0,1.0
2021-08-13,28.24,28.35,26.923,27.99,27.99,119723,0.0,1.0
2021-08-12,29.44,29.9399,28.09,28.49,28.49,133003,0.0,1.0
2021-08-11,29.91,30.7399,29.23,29.44,29.44,252782,0.0,1.0
2021-08-10,30.18,30.5,29.59,29.88,29.88,169576,0.0,1.0
2021-08-09,29.09,29.7,28.69,29.44,29.44,63119,0.0,1.0
2021-08-06,28.51,30.0719,28.51,28.93,28.93,188056,0.0,1.0
2021-08-05,28.55,28.87,28.315,28.49,28.49,82285,0.0,1.0
2021-08-04,29.63,29.63,28.03,28.39,28.39,179686,0.0,1.0
2021-08-03,29.58,29.7005,29.15,29.31,29.31,73930,0.0,1.0
2021-08-02,29.28,29.99,29.02,29.5,29.5,75934,0.0,1.0
2021-07-30,28.52,29.4603,28.52,29.0,29.0,73455,0.0,1.0
2021-07-29,29.24,29.7,28.47,28.76,28.76,76625,0.0,1.0
2021-07-28,28.48,29.54,28.23,28.88,28.88,209406,0.0,1.0
2021-07-27,28.83,29.175,28.205,28.35,28.35,275565,0.0,1.0
2021-07-26,29.31,29.49,28.82,29.29,29.29,88841,0.0,1.0
2021-07-23,30.13,31.2999,29.305,29.5,29.5,87845,0.0,1.0
2021-07-22,30.0,30.6997,29.76,29.91,29.91,130673,0.0,1.0
2021-07-21,30.84,31.26,30.175,30.4,30.4,126224,0.0,1.0
2021-07-20,30.63,31.24,30.48,30.72,30.72,179637,0.0,1.0
2021-07-19,31.81,32.0,30.25,30.38,30.38,158312,0.0,1.0
2021-07-16,33.08,33.61,32.12,32.56,32.56,161383,0.0,1.0
2021-07-15,34.54,34.86,32.98,33.12,33.12,103325,0.0,1.0
2021-07-14,34.8,35.43,34.55,34.79,34.79,167447,0.0,1.0
2021-07-13,35.91,35.91,33.06,34.57,34.57,205940,0.0,1.0
2021-07-12,35.26,36.0,34.5501,35.91,35.91,88177,0.0,1.0
2021-07-09,34.73,35.825,34.011,35.56,35.56,100300,0.0,1.0
2021-07-08,35.65,35.86,32.6,34.71,34.71,455553,0.0,1.0
2021-07-07,36.9,36.96,35.31,36.36,36.36,291711,0.0,1.0
2021-07-06,35.24,36.42,35.16,36.42,36.42,184320,0.0,1.0
2021-07-02,34.59,35.5,33.63,35.25,35.25,155646,0.0,1.0
2021-07-01,35.82,36.0965,34.27,34.95,34.95,447082,0.0,1.0
2021-06-30,34.88,35.79,34.066,35.5,35.5,214863,0.0,1.0
2021-06-29,36.06,36.67,34.18,35.23,35.23,351086,0.0,1.0
2021-06-28,35.53,35.9799,33.1701,35.35,35.35,270316,0.0,1.0
2021-06-25,36.93,39.2292,34.85,35.0,35.0,405277,0.0,1.0
2021-06-24,35.57,38.2,35.514,36.3,36.3,549451,0.0,1.0
2021-06-23,33.21,35.7199,32.35,34.93,34.93,909540,0.0,1.0
2021-06-22,30.3,33.5,30.2,32.63,32.63,551288,0.0,1.0
2021-06-21,29.68,31.7,29.68,30.2,30.2,209055,0.0,1.0
2021-06-18,29.59,30.46,28.7501,29.26,29.26,99611,0.0,1.0
2021-06-17,29.89,30.4999,28.9,29.89,29.89,564343,0.0,1.0
2021-06-16,29.7,30.14,28.1375,29.71,29.71,293555,0.0,1.0
2021-06-15,29.46,30.5,29.29,29.52,29.52,153888,0.0,1.0
2021-06-14,29.88,30.43,28.92,29.02,29.02,108018,0.0,1.0
2021-06-11,29.84,30.2,28.79,30.11,30.11,162588,0.0,1.0
2021-06-10,28.24,30.03,28.0,29.92,29.92,110524,0.0,1.0
2021-06-09,27.8,28.57,27.8,28.25,28.25,128628,0.0,1.0
2021-06-08,28.5,29.49,27.59,27.8,27.8,285194,0.0,1.0
2021-06-07,30.88,31.32,28.38,28.45,28.45,339304,0.0,1.0
2021-06-04,31.1,32.11,30.79,30.98,30.98,110206,0.0,1.0
2021-06-03,33.8,33.8,30.94,30.94,30.94,237850,0.0,1.0
2021-06-02,31.32,33.906,30.4745,33.5,33.5,1230962,0.0,1.0
2021-06-01,30.96,32.19,29.5,31.75,31.75,802780,0.0,1.0
2021-05-28,28.4899,31.81,27.79,30.5,30.5,777766,0.0,1.0
2021-05-27,28.15,28.5,26.76,28.0,28.0,1598079,0.0,1.0
2021-05-26,28.76,30.46,28.0,28.61,28.61,5508588,0.0,1.0
